CCDS_r9	CCDS_r11	CCDS_r12	CCDS_r14	CCDS_r15	0.1%RVIS	0.1%RVIS%	EdgeCase	OEratio%tile
C11orf52	C11orf52	C11orf52	C11orf52	C11orf52	0.413500896	76.67492333	Y	86.93688268
DLAT	DLAT	DLAT	DLAT	DLAT	0.356452144	74.62845011	N	81.28764153
PIH1D2	PIH1D2	PIH1D2	PIH1D2	PIH1D2	0.637604436	83.77565464	N	92.76680318
C11orf57	C11orf57	C11orf57	C11orf57	C11orf57	-0.205617011	38.57631517	Y	63.74367622
TIMM8B	TIMM8B	TIMM8B	TIMM8B	TIMM8B	-0.141298762	42.87567823	Y	32.42592146
BCO2	BCO2	BCO2	BCO2	BCO2	1.690270544	96.40835103	N	78.92676464
PTS	PTS	PTS	PTS	PTS	-0.119252484	44.53880632	Y	39.94218261
TTC12	TTC12	TTC12	TTC12	TTC12	-0.152426933	42.25053079	N	78.28836425
DRD2	DRD2	DRD2	DRD2	DRD2	-0.600630256	18.06440198	N	16.25511925
ZW10	ZW10	ZW10	ZW10	ZW10	-0.973616687	8.8995046	N	64.12310287
HTR3B	HTR3B	HTR3B	HTR3B	HTR3B	0.997633954	90.65227648	N	93.37509034
HTR3A	HTR3A	HTR3A	HTR3A	HTR3A	-1.105907904	6.86482661	N	64.60491448
ZBTB16	ZBTB16	ZBTB16	ZBTB16	ZBTB16	-0.800872469	12.33191791	N	7.4439894
NNMT	NNMT	NNMT	NNMT	NNMT	-0.47017169	23.25430526	N	65.17706577
C11orf71	C11orf71	C11orf71	C11orf71	C11orf71	0.281220278	71.07808445	Y	99.5603469
RBM7	RBM7	RBM7	RBM7	RBM7	-0.229483771	36.86010852	Y	64.74945796
REXO2	REXO2	REXO2	REXO2	REXO2	-0.073340031	48.11866006	Y	61.76824861
NXPE1	NXPE1	NXPE1	NXPE1	NXPE1	1.087645262	91.8494928	N	82.28740063
CADM1	CADM1	CADM1	CADM1	CADM1	-0.137658575	43.57159707	N	15.92989641
BUD13	BUD13	BUD13	BUD13	BUD13	0.778977686	87.21396556	N	85.78053481
ZNF259	ZNF259	ZNF259	ZNF259	ZNF259	0.240763792	69.36777542	N	88.01493616
APOA5	APOA5	APOA5	APOA5	APOA5	0.418953042	77.06416608	N	72.92218742
APOC3	APOC3	APOC3	APOC3	APOC3	0.369407109	74.95281906	Y	17.88123344
APOA1	APOA1	APOA1	APOA1	APOA1	-0.471992905	23.03609342	Y	74.7470489
PAFAH1B2	PAFAH1B2	PAFAH1B2	PAFAH1B2	PAFAH1B2	-0.075159878	47.78839349	Y	7.359672368
TAGLN	TAGLN	TAGLN	TAGLN	TAGLN	-0.0274281	51.65723048	N	23.319682
PCSK7	PCSK7	PCSK7	PCSK7	PCSK7	-0.753139731	13.67067705	N	32.70296314
BACE1	BACE1	BACE1	BACE1	BACE1	-0.758599262	13.32861524	N	26.59600096
DSCAML1	DSCAML1	DSCAML1	DSCAML1	DSCAML1	-4.215605034	0.147440434	N	15.00240906
FXYD2	FXYD2	FXYD2	FXYD2	FXYD2	0.193034296	66.82000472	Y	6.341845338
FXYD6	FXYD6	FXYD6	FXYD6	FXYD6	0.235309407	68.71903751	Y	95.48301614
IL10RA	IL10RA	IL10RA	IL10RA	IL10RA	0.979225112	90.42816702	N	65.03854493
SCN4B	SCN4B	SCN4B	SCN4B	SCN4B	-0.383807564	27.41802312	Y	67.98964105
SCN2B	SCN2B	SCN2B	SCN2B	SCN2B	-0.449946534	24.00330267	Y	49.59648278
AMICA1	AMICA1	AMICA1	AMICA1	AMICA1	0.597144447	82.7435716	N	90.70705854
MPZL3	MPZL3	MPZL3	MPZL3	MPZL3	0.505321956	80.00707714	N	85.72030836
MPZL2	MPZL2	MPZL2	MPZL2	MPZL2	-0.049474214	50.01179523	N	72.85593833
CD3D	CD3D	CD3D	CD3D	CD3D	-0.207437529	38.2814343	Y	21.48277523
CD3G	CD3G	CD3G	CD3G	CD3G	0.525552348	80.57914603	N	55.07708986
UBE4A	UBE4A	UBE4A	UBE4A	UBE4A	-1.085675268	7.147912243	N	37.44278487
ATP5L	ATP5L	ATP5L	ATP5L	ATP5L	-0.075159878	47.78839349	Y	6.588773789
TMEM25	TMEM25	TMEM25	TMEM25	TMEM25	0.198490371	67.30360934	N	68.37509034
IFT46	IFT46	IFT46	IFT46	IFT46	0.218717575	68.27081859	N	88.24379668
ARCN1	ARCN1	ARCN1	ARCN1	ARCN1	-0.626318434	17.03231894	N	44.95904601
PHLDB1	PHLDB1	PHLDB1	PHLDB1	PHLDB1	-1.848467831	2.046473225	N	59.43748494
CXCR5	CXCR5	CXCR5	CXCR5	CXCR5	-0.402212257	26.7338995	N	10.49144784
BCL9L	BCL9L	BCL9L	BCL9L	BCL9L	-1.473536006	3.727294173	N	20.09756685
UPK2	UPK2	UPK2	UPK2	UPK2	0.082802743	60.09082331	Y	97.7053722
CCDC84	CCDC84	CCDC84	CCDC84	CCDC84	-0.381986487	27.68931352	N	44.38689472
RPS25	RPS25	RPS25	RPS25	RPS25	0.013025609	54.62962963	Y	1.306913997
TRAPPC4	TRAPPC4	TRAPPC4	TRAPPC4	TRAPPC4	-0.273576253	33.97027601	Y	18.58588292
HYOU1	HYOU1	HYOU1	HYOU1	HYOU1	-1.835411529	2.081858929	N	43.91110576
HMBS	HMBS	HMBS	HMBS	HMBS	-0.337894035	30.37272942	N	44.80245724
H2AFX	H2AFX	H2AFX	H2AFX	H2AFX	-0.075159878	47.78839349	Y	4.215851602
DPAGT1	DPAGT1	DPAGT1	DPAGT1	DPAGT1	0.060756528	58.52795471	Y	37.40062636
C2CD2L	C2CD2L	C2CD2L	C2CD2L	C2CD2L	-0.310388054	32.14791224	N	58.30522766
HINFP	HINFP	HINFP	HINFP	HINFP	0.176444282	66.07100731	N	14.86388822
ABCG4	ABCG4	ABCG4	ABCG4	ABCG4	-0.067881249	48.69072895	N	10.19031559
NLRX1	NLRX1	NLRX1	NLRX1	NLRX1	0.192828665	66.58410002	N	82.60057817
PDZD3	PDZD3	PDZD3	PDZD3	PDZD3	-0.044015879	50.44821892	N	90.1409299
CBL	CBL	CBL	CBL	CBL	-1.041578376	7.773059684	N	77.25246928
RNF26	RNF26	RNF26	RNF26	RNF26	-0.558357437	19.54470394	N	36.05757649
MFRP	MFRP	MFRP	MFRP	MFRP	-0.527216948	20.8893607	N	39.38809925
USP2	USP2	USP2	USP2	USP2	0.068033485	59.0351498	N	73.77138039
THY1	THY1	THY1	THY1	THY1	0.013025609	54.62962963	Y	91.34545893
PVRL1	PVRL1	PVRL1	PVRL1	PVRL1	-0.238793231	36.3116301	N	37.44880752
TRIM29	TRIM29	TRIM29	TRIM29	TRIM29	-0.064242613	48.844067	N	79.63743676
OAF	OAF	OAF	OAF	OAF	0.150760231	64.51403633	N	24.46398458
POU2F3	POU2F3	POU2F3	POU2F3	POU2F3	0.352813824	74.49280491	N	24.35557697
TMEM136	TMEM136	TMEM136	TMEM136	TMEM136	-0.229483771	36.86010852	Y	93.29679595
GRIK4	GRIK4	GRIK4	GRIK4	GRIK4	-0.547447733	19.99882048	N	32.67284992
TECTA	TECTA	TECTA	TECTA	TECTA	-2.430013277	1.032083038	N	48.62081426
SC5DL	SC5DL	SC5D	SC5D	SC5D	-0.249709319	35.74545883	N	94.10985305
SORL1	SORL1	SORL1	SORL1	SORL1	-2.343483048	1.16183062	N	44.71211756
CRTAM	CRTAM	CRTAM	CRTAM	CRTAM	0.598963042	82.7789573	N	91.17682486
C11orf63	C11orf63	C11orf63	C11orf63	C11orf63	-1.284117362	5.113234253	N	51.06600819
HSPA8	HSPA8	HSPA8	HSPA8	HSPA8	-0.824740496	11.67728238	N	0.120452903
CLMP	CLMP	CLMP	CLMP	CLMP	0.040529541	57.15380986	N	17.47771621
SCN3B	SCN3B	SCN3B	SCN3B	SCN3B	-0.273576253	33.97027601	Y	35.31679113
ZNF202	ZNF202	ZNF202	ZNF202	ZNF202	-0.200157416	39.11299835	N	30.55890147
VWA5A	VWA5A	VWA5A	VWA5A	VWA5A	0.648517637	84.14720453	N	69.12792098
OR8B8	OR8B8	OR8B8	OR8B8	OR8B8	0.440999548	77.79547063	N	48.33774994
PANX3	PANX3	PANX3	PANX3	PANX3	0.308721233	72.59966973	N	65.23126957
TBRG1	TBRG1	TBRG1	TBRG1	TBRG1	-0.183570861	39.95046001	Y	91.23102867
SIAE	SIAE	SIAE	SIAE	SIAE	0.378498378	75.58386412	N	89.87593351
SPA17	SPA17	SPA17	SPA17	SPA17	0.080983847	59.76055674	Y	19.70609492
VSIG2	VSIG2	VSIG2	VSIG2	VSIG2	-0.025608647	51.91672564	N	81.49241147
ESAM	ESAM	ESAM	ESAM	ESAM	0.196671391	67.19155461	N	87.04529029
MSANTD2	MSANTD2	MSANTD2	MSANTD2	MSANTD2	-0.449946534	24.00330267	Y	36.61165984
ROBO4	ROBO4	ROBO4	ROBO4	ROBO4	0.657639543	84.20028309	N	71.3442544
HEPACAM	HEPACAM	HEPACAM	HEPACAM	HEPACAM	-0.159704656	41.90846898	N	24.3194411
STT3A	STT3A	STT3A	STT3A	STT3A	-0.648365105	16.35999056	N	6.769453144
CHEK1	CHEK1	CHEK1	CHEK1	CHEK1	-0.315847836	31.68789809	N	22.32594556
ACRV1	ACRV1	ACRV1	ACRV1	ACRV1	0.082802743	60.09082331	Y	58.97374127
PATE1	PATE1	PATE1	PATE1	PATE1	0.657836546	84.27105449	N	80.29992773
PATE2	PATE2	PATE2	PATE2	PATE2	-0.119252484	44.53880632	Y	81.04673573
PUS3	PUS3	PUS3	PUS3	PUS3	0.244401822	69.50931824	N	79.07733076
HYLS1	HYLS1	HYLS1	HYLS1	HYLS1	-0.0274281	51.65723048	N	93.78463021
CDON	CDON	CDON	CDON	CDON	0.835845825	88.16348195	N	66.33341364
RPUSD4	RPUSD4	RPUSD4	RPUSD4	RPUSD4	0.997633954	90.65227648	N	51.40929896
FAM118B	FAM118B	FAM118B	FAM118B	FAM118B	-0.448125345	24.19202642	N	38.37027222
FOXRED1	FOXRED1	FOXRED1	FOXRED1	FOXRED1	-0.400392389	26.85185185	N	83.48590701
TIRAP	TIRAP	TIRAP	TIRAP	TIRAP	1.06196211	91.507431	N	86.18405204
DCPS	DCPS	DCPS	DCPS	DCPS	-0.176292081	40.56381222	N	62.66562274
ST3GAL4	ST3GAL4	ST3GAL4	ST3GAL4	ST3GAL4	0.038710339	56.92380278	Y	41.20091544
ETS1	ETS1	ETS1	ETS1	ETS1	-0.203796826	38.81811748	N	10.84076126
KCNJ1	KCNJ1	KCNJ1	KCNJ1	KCNJ1	-0.468351206	23.42533616	N	72.37412672
C11orf45	C11orf45	C11orf45	C11orf45	C11orf45	0.058937498	58.26256192	Y	23.92194652
KCNJ5	KCNJ5	KCNJ5	KCNJ5	KCNJ5	-0.534490515	20.70063694	N	8.805107203
TP53AIP1	TP53AIP1	TP53AIP1	TP53AIP1	TP53AIP1	0.858082312	88.55862232	N	99.56636955
BARX2	BARX2	BARX2	BARX2	BARX2	-0.181750739	40.15687662	N	39.9542279
TMEM45B	TMEM45B	TMEM45B	TMEM45B	TMEM45B	0.551232944	81.48148148	N	30.14333895
NFRKB	NFRKB	NFRKB	NFRKB	NFRKB	-2.651579643	0.76079264	N	12.4728981
PRDM10	PRDM10	PRDM10	PRDM10	PRDM10	-0.012873393	52.35904695	N	19.24235124
APLP2	APLP2	APLP2	APLP2	APLP2	-0.709045403	14.673272	N	69.01951337
ST14	ST14	ST14	ST14	ST14	-0.347208386	29.59424393	N	14.25560106
ADAMTS15	ADAMTS15	ADAMTS15	ADAMTS15	ADAMTS15	0.676034544	84.75465912	N	23.506384
NTM	NTM	NTM	NTM	NTM	0.196671391	67.19155461	N	35.34088172
OPCML	OPCML	OPCML	OPCML	OPCML	-0.359940251	28.93371078	N	16.18284751
SPATA19	SPATA19	SPATA19	SPATA19	SPATA19	-0.05129383	49.75819769	Y	92.24283305
JAM3	JAM3	JAM3	JAM3	JAM3	0.218717575	68.27081859	N	81.15514334
VPS26B	VPS26B	VPS26B	VPS26B	VPS26B	-0.516085732	21.20193442	N	3.366658636
THYN1	THYN1	THYN1	THYN1	THYN1	-0.273576253	33.97027601	Y	77.07781258
ACAD8	ACAD8	ACAD8	ACAD8	ACAD8	-0.380166007	27.88393489	N	65.27342809
B3GAT1	B3GAT1	B3GAT1	B3GAT1	B3GAT1	-0.205617011	38.57631517	Y	7.684895206
SLC6A12	SLC6A12	SLC6A12	SLC6A12	SLC6A12	-0.396754488	26.97570182	N	13.56901951
SLC6A13	SLC6A13	SLC6A13	SLC6A13	SLC6A13	-0.527216948	20.8893607	N	74.55432426
CCDC77	CCDC77	CCDC77	CCDC77	CCDC77	0.622829232	83.47487615	N	92.42953505
B4GALNT3	B4GALNT3	B4GALNT3	B4GALNT3	B4GALNT3	0.483089098	79.05166313	N	46.5309564
NINJ2	NINJ2	NINJ2	NINJ2	NINJ2	0.038710339	56.92380278	Y	57.57648759
WNK1	WNK1	WNK1	WNK1	WNK1	-1.067586275	7.354328851	N	30.44447121
RAD52	RAD52	RAD52	RAD52	RAD52	0.507139401	80.10143902	N	22.24765117
ERC1	ERC1	ERC1	ERC1	ERC1	-0.881793075	10.53904223	N	55.42640328
FBXL14	FBXL14	FBXL14	FBXL14	FBXL14	-0.580403979	18.58928993	N	2.342808962
WNT5B	WNT5B	WNT5B	WNT5B	WNT5B	-0.714505427	14.4019816	N	17.83907492
ADIPOR2	ADIPOR2	ADIPOR2	ADIPOR2	ADIPOR2	0.281220278	71.07808445	Y	6.715249338
FKBP4	FKBP4	FKBP4	FKBP4	FKBP4	0.040529541	57.15380986	N	28.0414358
ITFG2	ITFG2	ITFG2	ITFG2	ITFG2	-0.824740496	11.67728238	N	63.23777403
NRIP2	NRIP2	NRIP2	NRIP2	NRIP2	-0.358119787	29.16371786	N	47.08503975
FOXM1	FOXM1	FOXM1	FOXM1	FOXM1	0.361913759	74.69922151	N	58.34136353
TULP3	TULP3	TULP3	TULP3	TULP3	0.244401822	69.50931824	N	70.79017104
TSPAN9	TSPAN9	TSPAN9	TSPAN9	TSPAN9	-0.648365105	16.35999056	N	14.40616719
PRMT8	PRMT8	PRMT8	PRMT8	PRMT8	-0.405853867	26.23260203	Y	2.156106962
EFCAB4B	EFCAB4B	EFCAB4B	EFCAB4B	EFCAB4B	1.846456612	97.11606511	N	78.45699831
PARP11	PARP11	PARP11	PARP11	PARP11	-0.317668748	31.45789101	Y	60.83473862
CCND2	CCND2	CCND2	CCND2	CCND2	-0.185391282	39.67916962	Y	12.16574319
C12orf5	C12orf5	C12orf5	C12orf5	C12orf5	-0.029247611	51.40363293	Y	26.03589497
FGF23	FGF23	FGF23	FGF23	FGF23	0.082802743	60.09082331	Y	33.48590701
FGF6	FGF6	FGF6	FGF6	FGF6	0.218717575	68.27081859	N	66.57431944
C12orf4	C12orf4	C12orf4	C12orf4	C12orf4	-0.60427181	17.74593064	N	40.59865093
RAD51AP1	RAD51AP1	RAD51AP1	RAD51AP1	RAD51AP1	0.907624513	89.46685539	N	39.43628041
DYRK4	DYRK4	DYRK4	DYRK4	DYRK4	7.61128E-05	53.98089172	N	52.67405444
AKAP3	AKAP3	AKAP3	AKAP3	AKAP3	1.207001692	93.02901628	N	73.693086
NDUFA9	NDUFA9	NDUFA9	NDUFA9	NDUFA9	0.308721233	72.59966973	N	88.50879306
GALNT8	GALNT8	GALNT8	GALNT8	GALNT8	1.625941868	96.04269875	N	62.57528306
KCNA6	KCNA6	KCNA6	KCNA6	KCNA6	-0.516085732	21.20193442	N	1.397253674
KCNA1	KCNA1	KCNA1	KCNA1	KCNA1	-0.558357437	19.54470394	N	5.775716695
KCNA5	KCNA5	KCNA5	KCNA5	KCNA5	0.799205007	87.58551545	N	61.67790894
NTF3	NTF3	NTF3	NTF3	NTF3	-0.073340031	48.11866006	Y	13.526861
VWF	VWF	VWF	VWF	VWF	1.036444045	91.14177872	N	58.66658636
CD9	CD9	CD9	CD9	CD9	-0.427900189	25.14744043	Y	35.87689713
PLEKHG6	PLEKHG6	PLEKHG6	PLEKHG6	PLEKHG6	-0.788160233	12.62679877	N	91.73090821
TNFRSF1A	TNFRSF1A	TNFRSF1A	TNFRSF1A	TNFRSF1A	0.084621747	60.31493277	N	7.588532884
SCNN1A	SCNN1A	SCNN1A	SCNN1A	SCNN1A	0.268267497	70.64166077	N	42.3693086
LTBR	LTBR	LTBR	LTBR	LTBR	0.262810045	70.43524416	N	22.60900988
CD27	CD27	CD27	CD27	CD27	-0.0274281	51.65723048	N	91.79113467
TAPBPL	TAPBPL	TAPBPL	TAPBPL	TAPBPL	0.977404764	90.3868837	N	55.6432185
MRPL51	MRPL51	MRPL51	MRPL51	MRPL51	0.147123112	64.11299835	Y	59.13033004
NCAPD2	NCAPD2	NCAPD2	NCAPD2	NCAPD2	-0.053328617	48.95022411	N	37.48494339
GAPDH	GAPDH	GAPDH	GAPDH	GAPDH	-0.404032746	26.53338051	N	7.480125271
IFFO1	IFFO1	IFFO1	IFFO1	IFFO1	-0.424258538	25.56027365	N	26.74656709
CHD4	CHD4	CHD4	CHD4	CHD4	-1.636932785	2.824958717	N	4.468802698
ACRBP	ACRBP	ACRBP	ACRBP	ACRBP	-0.688817379	15.20405756	N	34.44953023
ING4	ING4	ING4	ING4	ING4	-0.029247611	51.40363293	Y	42.41146712
ZNF384	ZNF384	ZNF384	ZNF384	ZNF384	-0.778825328	12.88039632	N	9.979523007
COPS7A	COPS7A	COPS7A	COPS7A	COPS7A	-0.317668748	31.45789101	Y	64.52059745
MLF2	MLF2	MLF2	MLF2	MLF2	-0.361761279	28.6329323	Y	18.79065285
PTMS	PTMS	PTMS	PTMS	PTMS	0.079165051	59.43029016	Y	0.566128644
LAG3	LAG3	LAG3	LAG3	LAG3	0.330767508	73.53739089	N	97.79571188
CD4	CD4	CD4	CD4	CD4	0.575097644	82.1656051	N	36.84052036
GPR162	GPR162	GPR162	GPR162	GPR162	-0.971800989	8.946685539	N	41.59238738
GNB3	GNB3	GNB3	GNB3	GNB3	-0.402212257	26.7338995	N	17.10431221
CDCA3	CDCA3	CDCA3	CDCA3	CDCA3	0.393270925	76.04977589	N	96.72970369
TPI1	TPI1	TPI1	TPI1	TPI1	-0.582225231	18.44184949	N	17.13442544
SPSB2	SPSB2	SPSB2	SPSB2	SPSB2	-0.161524709	41.6430762	Y	97.80173452
LRRC23	LRRC23	LRRC23	LRRC23	LRRC23	-0.135838822	43.77211607	N	29.25801012
ENO2	ENO2	ENO2	ENO2	ENO2	-0.405853867	26.23260203	Y	56.21536979
C12orf57	C12orf57	C12orf57	C12orf57	C12orf57	-0.117432389	44.89266336	Y	97.98843652
LPCAT3	LPCAT3	LPCAT3	LPCAT3	LPCAT3	0.106667882	61.73036093	N	13.38231751
C1RL	C1RL	C1RL	C1RL	C1RL	-0.200157416	39.11299835	N	36.3526861
RBP5	RBP5	RBP5	RBP5	RBP5	1.058333711	91.42486435	N	91.62852325
CLSTN3	CLSTN3	CLSTN3	CLSTN3	CLSTN3	-1.653566591	2.760084926	N	36.92483739
PEX5	PEX5	PEX5	PEX5	PEX5	-0.841329384	11.36470866	N	51.36714045
CD163L1	CD163L1	CD163L1	CD163L1	CD163L1	0.396725594	76.155933	N	76.45145748
CD163	CD163	CD163	CD163	CD163	-0.106515707	45.60627506	N	27.2946278
APOBEC1	APOBEC1	APOBEC1	APOBEC1	APOBEC1	1.126294249	92.16206653	N	99.48807516
GDF3	GDF3	GDF3	GDF3	GDF3	0.41713504	76.95800896	N	40.61671886
DPPA3	DPPA3	DPPA3	DPPA3	DPPA3	0.591694063	82.45458835	N	98.04866297
CLEC4C	CLEC4C	CLEC4C	CLEC4C	CLEC4C	0.747842143	86.47676339	N	82.69091785
SLC2A14	SLC2A14	SLC2A14	SLC2A14	SLC2A14	-0.534490515	20.70063694	N	44.42905324
SLC2A3	SLC2A3	SLC2A3	SLC2A3	SLC2A3	0.619191319	83.36282142	N	33.38352204
FOXJ2	FOXJ2	FOXJ2	FOXJ2	FOXJ2	-0.600630256	18.06440198	N	32.0705854
C3AR1	C3AR1	C3AR1	C3AR1	C3AR1	-0.290161348	33.33923095	N	73.86774271
NECAP1	NECAP1	NECAP1	NECAP1	NECAP1	-0.095386216	46.48502005	Y	28.96290051
CLEC4A	CLEC4A	CLEC4A	CLEC4A	CLEC4A	0.705562627	85.52724699	N	38.73765358
CLEC4D	CLEC4D	CLEC4D	CLEC4D	CLEC4D	0.350995466	74.37485256	N	94.45916647
CLEC4E	CLEC4E	CLEC4E	CLEC4E	CLEC4E	0.082802743	60.09082331	Y	82.3235365
MFAP5	MFAP5	MFAP5	MFAP5	MFAP5	-0.339715008	30.06605331	Y	34.26282823
A2ML1	A2ML1	A2ML1	A2ML1	A2ML1	2.41990149	98.52559566	N	76.13225729
PHC1	PHC1	PHC1	PHC1	PHC1	0.04598748	57.47817882	N	29.37846302
M6PR	M6PR	M6PR	M6PR	M6PR	-0.163345027	41.24793583	Y	94.39894001
KLRG1	KLRG1	KLRG1	KLRG1	KLRG1	0.014844891	54.94810097	Y	16.21296073
PZP	PZP	PZP	PZP	PZP	0.262615756	70.26421326	N	70.62755962
KLRB1	KLRB1	KLRB1	KLRB1	KLRB1	0.393270925	76.04977589	N	91.6225006
CLEC2D	CLEC2D	CLEC2D	CLEC2D	CLEC2D	0.859896574	88.62349611	N	94.52541556
CLECL1	CLECL1	CLECL1	CLECL1	CLECL1	0.61555716	83.13871196	N	92.41748976
CD69	CD69	CD69	CD69	CD69	0.080983847	59.76055674	Y	84.60611901
CLEC2B	CLEC2B	CLEC2B	CLEC2B	CLEC2B	0.169169615	65.33380514	Y	21.63936401
CLEC12A	CLEC12A	CLEC12A	CLEC12A	CLEC12A	0.194852702	67.03231894	N	83.08238979
CLEC12B	CLEC12B	CLEC12B	CLEC12B	CLEC12B	0.749657564	86.56522765	N	17.20669718
CLEC9A	CLEC9A	CLEC9A	CLEC9A	CLEC9A	1.038098315	91.20665251	N	98.2654782
CLEC1A	CLEC1A	CLEC1A	CLEC1A	CLEC1A	0.527368849	80.73248408	N	28.08961696
CLEC7A	CLEC7A	CLEC7A	CLEC7A	CLEC7A	0.350995466	74.37485256	N	68.27872802
OLR1	OLR1	OLR1	OLR1	OLR1	-0.117432389	44.89266336	Y	65.08672609
C12orf59	TMEM52B	TMEM52B	TMEM52B	TMEM52B	0.349177632	74.18023119	N	Unassessed
GABARAPL1	GABARAPL1	GABARAPL1	GABARAPL1	GABARAPL1	0.057118534	57.99716914	Y	2.577692122
KLRD1	KLRD1	KLRD1	KLRD1	KLRD1	0.369407109	74.95281906	Y	93.92315105
KLRK1	KLRK1	KLRK1	KLRK1	KLRK1	-0.05129383	49.75819769	Y	35.02168152
KLRC4	KLRC4	KLRC4	KLRC4	KLRC4	0.3032669	72.009908	Y	83.26909179
KLRC1	KLRC1	KLRC1	KLRC1	KLRC1	-0.05129383	49.75819769	Y	94.56155143
MAGOHB	MAGOHB	MAGOHB	MAGOHB	MAGOHB	-0.053113545	49.38664779	Y	3.601541797
STYK1	STYK1	STYK1	STYK1	STYK1	0.176444282	66.07100731	N	81.66706818
CSDA	CSDA	YBX3	YBX3	YBX3	0.330767508	73.53739089	N	28.34256806
TAS2R7	TAS2R7	TAS2R7	TAS2R7	TAS2R7	1.196071381	92.92285916	N	81.85377018
TAS2R8	TAS2R8	TAS2R8	TAS2R8	TAS2R8	1.727105015	96.51450814	N	97.42833052
TAS2R9	TAS2R9	TAS2R9	TAS2R9	TAS2R9	1.129924507	92.23283793	N	96.5851602
TAS2R10	TAS2R10	TAS2R10	TAS2R10	TAS2R10	-0.159704656	41.90846898	N	84.00987714
TAS2R13	TAS2R13	TAS2R13	TAS2R13	TAS2R13	-0.0274281	51.65723048	N	78.70392676
PRH2	PRH2	PRH2	PRH2	PRH2	0.747842143	86.47676339	N	88.12936642
TAS2R14	TAS2R14	TAS2R14	TAS2R14	TAS2R14	0.685332364	85.09672092	N	45.13972537
TAS2R50	TAS2R50	TAS2R50	TAS2R50	TAS2R50	0.17280645	65.75843359	N	78.07757167
TAS2R20	TAS2R20	TAS2R20	TAS2R20	TAS2R20	2.019241996	97.71172446	N	79.73982173
TAS2R19	TAS2R19	TAS2R19	TAS2R19	TAS2R19	0.995816767	90.62278839	N	93.49554324
PRB4	PRB4	PRB4	PRB4	PRB4	1.352234299	94.36777542	N	80.79378463
PRB1	PRB1	PRB1	PRB1	PRB1	0.305084559	72.22811984	N	53.48108889
ETV6	ETV6	ETV6	ETV6	ETV6	-0.624497208	17.16206653	N	13.18357022
BCL2L14	BCL2L14	BCL2L14	BCL2L14	BCL2L14	0.907624513	89.46685539	N	60.50951578
LRP6	LRP6	LRP6	LRP6	LRP6	-1.699477247	2.565463553	N	43.60395086
MANSC1	MANSC1	MANSC1	MANSC1	MANSC1	0.110306132	62.00165133	N	35.08793062
LOH12CR1	LOH12CR1	LOH12CR1	LOH12CR1	LOH12CR1	0.238945317	69.20853975	N	9.93736449
DUSP16	DUSP16	DUSP16	DUSP16	DUSP16	-0.775187015	13.05142722	N	17.86918815
CREBL2	CREBL2	CREBL2	CREBL2	CREBL2	0.101211609	60.95777306	N	Unassessed
GPR19	GPR19	GPR19	GPR19	GPR19	0.373041938	75.29488087	N	38.7677668
CDKN1B	CDKN1B	CDKN1B	CDKN1B	CDKN1B	-0.005381972	53.50908233	N	64.05685377
DDX47	DDX47	DDX47	DDX47	DDX47	-0.911109353	9.961075725	N	48.78944833
GPRC5A	GPRC5A	GPRC5A	GPRC5A	GPRC5A	-0.066061882	48.77919321	N	47.80775717
GPRC5D	GPRC5D	GPRC5D	GPRC5D	GPRC5D	0.086440867	60.47416844	N	33.89544688
GSG1	GSG1	GSG1	GSG1	GSG1	1.063778722	91.58410002	N	84.47964346
EMP1	EMP1	EMP1	EMP1	EMP1	0.391453969	75.87284737	Y	90.37581306
GRIN2B	GRIN2B	GRIN2B	GRIN2B	GRIN2B	-2.412493531	1.067468743	N	2.812575283
ATF7IP	ATF7IP	ATF7IP	ATF7IP	ATF7IP	0.473967469	78.86293937	N	70.72392195
GUCY2C	GUCY2C	GUCY2C	GUCY2C	GUCY2C	-1.104093597	6.894314697	N	45.32040472
HIST4H4	HIST4H4	HIST4H4	HIST4H4	HIST4H4	-0.075159878	47.78839349	Y	31.18525656
WBP11	WBP11	WBP11	WBP11	WBP11	-0.137658575	43.57159707	N	22.22958323
C12orf60	C12orf60	C12orf60	C12orf60	C12orf60	0.415317661	76.81056853	N	47.9583233
ART4	ART4	ART4	ART4	ART4	0.92967242	89.79122435	N	65.46013009
MGP	MGP	MGP	MGP	MGP	0.769889969	86.95447039	N	32.11876656
ERP27	ERP27	ERP27	ERP27	ERP27	-0.049474214	50.01179523	N	75.57817393
ARHGDIB	ARHGDIB	ARHGDIB	ARHGDIB	ARHGDIB	-0.05129383	49.75819769	Y	6.751385208
PDE6H	PDE6H	PDE6H	PDE6H	PDE6H	0.101211609	60.95777306	N	Unassessed
RERG	RERG	RERG	RERG	RERG	-0.273576253	33.97027601	Y	14.19537461
PTPRO	PTPRO	PTPRO	PTPRO	PTPRO	-1.965936983	1.828261382	N	46.13346182
STRAP	STRAP	STRAP	STRAP	STRAP	-0.161524709	41.6430762	Y	29.67959528
MGST1	MGST1	MGST1	MGST1	MGST1	-0.229483771	36.86010852	Y	75.05420381
LMO3	LMO3	LMO3	LMO3	LMO3	0.035072054	56.2514744	Y	5.854011082
RERGL	RERGL	RERGL	RERGL	RERGL	0.284856336	71.40835103	N	86.70199952
PLCZ1	PLCZ1	PLCZ1	PLCZ1	PLCZ1	-0.466531444	23.51380042	N	26.77668032
