GENE	ALL_0.01%	%ALL_0.01%	ALL_0.1%	%ALL_0.1%	ALL_1%	%ALL_1%	PP2_ALL_0.1%	%PP2_ALL_0.1%	EA_0.1%	%EA_0.1%	EA_1%	%EA_1%	AA_0.1%	%AA_0.1%	AA_1%	%AA_1%	OEratio	%OEratio	%ExAC_0.1%popn	%ExAC_0.05%popn	%ExAC_0.01%
UCP3	0.52	82.38	0.33	73.61	0.11	57.12	0.23	69.22	0.01	55.15	-0.7	13.17	0.57	81.41	0.64	84.68	NA	NA	80.64	80.56	77.16
UEVLD	-0.15	45.05	-0.4	26.73	0.26	66.78	-0.45	20	-0.48	24	0	59.84	-0.04	47.78	0.11	65.89	NA	NA	30.60	23.25	36.82
UPK2	0.16	69.92	0.08	60.09	1.15	92.76	0.5	83.25	-0.01	54.49	-0.24	39.98	0.43	76.7	0.03	60.12	1.61	97.66	78.63	80.39	80.90
USH1C	-0.1	50.08	-0.41	25.87	-0.43	24.75	0	48.86	-2.23	1.24	-1.59	1.98	-0.32	29.53	0.43	78.99	NA	NA	12.50	42.00	72.61
USP2	-0.07	52.94	0.07	59.04	-0.23	35	0.03	51.55	-0.74	14.35	0.12	68.17	0.27	69.18	-0.16	43.71	NA	NA	30.50	35.94	37.90
USP28	-1.45	2.85	-0.79	12.6	-0.79	13.54	-0.62	13.84	0.08	59.32	-1.38	3	-1.31	5.45	-1.48	3.14	NA	NA	4.10	3.28	5.04
USP35	2.06	97.36	2.05	97.78	0.98	90.46	3.17	99.58	1.78	96.6	1.44	94.75	1.67	96.44	1.53	95.24	NA	NA	96.95	89.86	95.12
USP47	-0.36	29.28	-0.62	17.45	-1.47	4.68	-0.59	14.94	-0.89	10.43	-0.21	40.15	-0.65	16.71	-0.67	14.73	NA	NA	4.17	2.71	6.60
UVRAG	-1.02	6.45	-0.37	28.16	-0.74	14.66	-0.41	21.79	-0.12	45.17	-0.79	10.81	-0.87	11.26	-0.97	7.81	NA	NA	33.82	21.27	20.87
VEGFB	-0.36	29.16	0.4	76.15	-0.05	46.33	0.65	88.07	-0.21	39.76	-0.36	30.17	0.34	72.44	0.35	76.56	NA	NA	85.12	90.31	89.72
VPS26B	-0.32	32.09	-0.52	21.2	-0.8	13.2	-0.17	36.22	-0.66	16.92	-0.41	27.43	-0.27	33.32	-0.18	43.38	NA	NA	16.09	14.07	15.37
VPS37C	1.16	92.74	0.93	89.79	1.05	91.47	0.79	91.07	1.83	96.81	1.61	95.72	0.79	87.3	0.56	82.76	NA	NA	90.10	89.85	89.30
VPS51	-0.72	12.33	-0.64	16.53	-0.18	37.86	-0.63	13.6	-0.75	14.17	-0.7	13.17	-0.57	19.2	-0.69	14.27	NA	NA	6.13	17.15	8.58
VSIG2	0.36	77.89	-0.03	51.92	0.54	79.59	-0.04	45.77	0.17	65.36	0.17	70.35	0	50.86	0.29	74.24	NA	NA	64.30	63.46	60.33
VSTM5	0.32	76.46	1.3	93.94	1.45	95.64	0.97	93.74	0.98	90.41	0.44	80.53	1.3	94.02	1.43	94.63	NA	NA	NA	NA	NA
VWA5A	0.91	89.91	0.65	84.15	1.81	97.46	-0.27	28.97	-0.32	31.58	0.68	85.91	0.72	85.71	0.17	69.21	NA	NA	78.72	86.87	75.09
VWCE	-1.1	5.51	-0.9	10.16	-0.8	13.16	-0.98	7.37	-0.96	9.16	-1.32	3.48	-1.33	5.27	-0.66	15.37	NA	NA	47.81	32.28	41.36
WDR74	-0.05	54.71	-0.25	35.99	0.25	66.31	-0.33	25.66	-0.72	14.83	-0.45	24.65	0.15	61.42	0.23	71.94	NA	NA	28.99	55.89	57.45
WEE1	-0.13	47.18	0.5	79.89	0.02	50.77	0.34	76.64	0.12	62.86	-0.15	47.68	0.36	73.57	0.3	74.67	NA	NA	54.96	32.35	37.93
WNT11	-0.36	29.16	-0.09	46.74	-0.77	13.77	0.36	77.71	-0.52	21.96	-0.32	33.13	-0.2	37.31	-0.45	24.32	NA	NA	44.07	31.08	43.33
WT1	-0.28	35.17	-0.45	24	-0.68	16.26	-0.11	39.74	-0.49	23.35	-0.3	34.73	-0.45	23.52	-0.3	33.66	-0.87	15.77	18.02	35.70	24.29
XRRA1	1.48	94.91	1.72	96.49	0.65	82.98	0.01	49.54	-0.17	42.16	0.29	74.49	2.67	99.09	2.64	98.63	NA	NA	98.05	95.17	97.44
YAP1	-0.32	32.09	-0.27	34.32	-0.36	28.4	-0.17	36.22	-0.39	28.47	-0.24	39.98	-0.2	37.31	-0.06	52.06	NA	NA	28.29	34.33	23.29
YIF1A	-0.12	47.71	-0.6	17.91	0.49	77.35	-0.42	21.53	-0.28	35.31	0.12	68.73	-0.42	24.86	-0.37	28.37	NA	NA	49.96	80.65	56.80
YPEL4	0.02	61.78	-0.01	52.85	-0.12	41.57	0.22	68.47	0.04	58.08	0.04	64.23	0.06	55.51	0.04	61.25	0.39	62.14	49.85	54.47	55.79
ZBTB16	-0.66	14.11	-0.8	12.33	-1.62	3.71	-0.57	15.76	-0.48	24	-0.53	20.14	-1.25	5.89	-0.81	11.04	NA	NA	18.68	10.02	7.29
ZBTB3	-0.22	39.07	0.22	68.38	0.64	82.91	-0.53	16.97	-0.44	25.8	-0.21	40.48	0.35	72.77	0.59	83.48	NA	NA	27.02	22.22	20.25
ZBTB44	-0.02	57.41	-0.45	24.19	-0.68	16.07	-0.3	27.45	-0.51	22.35	-0.55	18.99	-0.12	42.85	0.15	68.34	NA	NA	39.90	29.78	29.93
ZC3H12C	-0.52	19.32	-0.73	14.14	-0.5	22.24	-0.6	14.83	-0.7	15.26	-0.38	27.76	-0.75	13.94	-0.96	8.05	NA	NA	14.66	13.49	16.37
ZDHHC13	0.32	76.16	0.66	84.55	-0.16	39.43	0.19	66.37	0.51	80.13	0.68	86.13	0.9	89.16	0.08	63.86	NA	NA	43.47	27.40	44.00
ZDHHC5	-0.37	28.55	-0.27	34.82	-0.34	29.11	0.44	80.83	0.67	84.14	-0.24	38.63	-1.05	8.4	-0.84	10.29	NA	NA	16.14	21.43	32.96
ZFP91	0.45	80.65	0.37	75.29	0.2	63.38	0.92	93.19	0.55	81.07	0.7	86.62	0.43	76.7	0.03	60.12	NA	NA	63.42	55.48	44.21
ZFPL1	-0.17	43.88	0.31	72.6	0.08	54.9	0.11	58.91	-0.17	42.53	-0.05	56.02	0.29	70.07	0.71	86.28	NA	NA	83.00	83.56	83.00
ZNF143	0.25	73.32	-0.18	40.36	-0.22	35.9	-0.47	19.34	-0.2	40.2	-0.07	54.03	-0.43	24.51	0.17	69.17	NA	NA	8.08	4.29	10.92
ZNF195	0.29	75.08	0.13	63.36	0.2	62.9	0.16	63.43	0.1	61.42	0.12	68.73	1.05	91.55	0.02	59.28	NA	NA	39.82	41.30	21.29
ZNF202	-0.32	31.44	-0.2	39.11	-0.22	35.46	-0.38	23.25	0.18	65.71	-0.07	54.03	-0.8	12.74	-0.61	16.77	NA	NA	14.69	13.67	15.41
ZNF214	1.37	94.27	2.09	97.85	1.35	94.9	1.42	97.15	1.36	94.2	1.31	93.98	1.98	97.79	1.91	96.85	NA	NA	91.51	86.51	86.13
ZNF215	0.76	87.56	0.8	87.66	1.66	96.83	0.03	51.55	0.68	84.41	0.06	64.45	0.37	73.75	0.67	85.44	NA	NA	89.01	83.09	92.11
ZNF259	0.36	77.89	0.24	69.37	0.25	66.31	-0.04	45.77	1.17	92.59	0.61	84.96	-0.2	37.31	-0.06	52.06	NA	NA	41.19	33.77	23.86
ZNF408	-1.12	5.28	-1.02	8.1	-0.44	24.62	-0.81	9.94	-1.48	3.61	-1.17	4.79	-0.65	16.71	-0.29	33.93	NA	NA	7.67	11.25	12.85
ZNHIT2	0.04	62.41	-0.12	45.13	0.06	53.62	0.06	54.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	76.88	76.07	68.69
ZP1	-0.07	52.94	0.07	59.04	0.35	71.7	-0.26	29.98	0.73	85.84	0.34	76.35	-0.39	26.38	-0.82	10.65	NA	NA	25.61	35.30	33.32
ZW10	-1.1	5.61	-0.97	8.9	-0.07	45.03	-0.78	10.44	-0.88	10.89	-0.79	10.81	-1.16	6.78	-1	7.29	NA	NA	39.27	21.02	40.64
A2M	-0.84	9.39	0.1	60.76	0.06	53.79	-0.87	8.89	-1.46	3.7	-0.57	17.28	1.17	92.81	-1.01	7.15	NA	NA	57.33	31.88	55.68
A2ML1	2.83	98.91	2.42	98.53	2.44	98.82	0.7	89.21	0.06	58.85	0.06	64.26	2.81	99.2	2.84	98.88	NA	NA	99.17	98.85	97.33
AAAS	-0.74	11.95	-0.91	9.96	-0.22	35.46	-0.36	24.13	-1.09	7.4	-0.68	14.01	-0.76	13.71	-0.43	24.92	NA	NA	26.97	34.74	29.61
AACS	-0.56	17.99	-1.17	6.04	-1.17	7.38	-1.4	3.63	-1.68	2.7	-0.77	11.03	-0.86	11.48	-0.74	12.87	NA	NA	81.61	90.90	88.34
ABCB9	-0.91	7.95	-1.82	2.16	-0.57	19.52	-1.34	4.07	-1.68	2.7	-0.77	11.03	-1.28	5.73	-1.15	5.69	NA	NA	4.40	7.00	5.84
ABCC9	-1.58	2.25	-1.97	1.82	-2.31	1.52	-1.64	2.56	-1.02	8.38	-1.06	5.7	-1.8	2.74	-1.09	6.14	NA	NA	1.97	1.48	1.51
ABCD2	-0.11	49.14	-0.09	46.92	-0.05	45.91	0.18	64.93	-0.03	52.33	0.04	63.43	-0.24	35	-0.25	36.93	NA	NA	13.76	12.84	16.73
ACACB	-2.04	1.11	-1.97	1.78	-1.82	2.84	-3.52	0.21	-1.16	6.52	-0.32	31.63	-2.35	1.41	-2.94	0.42	NA	NA	0.61	1.19	1.28
ACAD10	0.64	85.47	-0.54	20.05	1.36	94.95	0.19	65.66	-1.45	3.79	-1.34	3.21	-0.44	24.07	0.8	88.02	NA	NA	73.00	71.31	80.59
ACADS	0.07	65.04	-0.2	39.11	-0.12	41.9	0.2	66.47	0.11	61.7	0.42	79.46	-0.45	23.63	-0.32	32.05	NA	NA	44.44	39.64	52.86
ACRBP	-0.34	30.45	-0.69	15.2	-0.26	33.2	-0.38	23.25	-1.16	6.51	-0.72	12.54	-0.47	22.9	-0.4	26.66	NA	NA	58.24	55.38	33.18
ACSM4	-0.1	50.07	-0.46	23.57	-0.46	23.87	0	48.84	-0.01	53.75	-0.43	24.94	-0.41	25.08	-0.13	46.29	NA	NA	90.46	85.80	93.92
ACSS3	-0.32	31.44	-0.42	25.64	-0.8	13.12	-0.07	43.21	-0.34	31.36	-0.68	14.01	-0.9	10.83	-0.52	20.29	NA	NA	11.34	13.49	6.09
ACTR6	-0.31	33.12	-0.25	35.75	-0.18	38.2	0.14	61.86	-0.32	32.45	-0.19	43.65	0.09	57.81	-0.42	25.91	NA	NA	32.08	24.92	34.59
ACVR1B	-0.25	37.63	-0.41	26.23	-0.6	18.67	-0.08	42.56	-0.36	30.26	-0.21	41.76	-0.21	36.73	-0.3	33.66	-2.45	2.52	15.67	13.70	14.98
ACVRL1	-0.81	10.23	-1.02	8	-0.86	11.96	-0.45	20.21	-0.81	12.54	-0.74	11.96	-0.95	10.01	-0.93	8.57	NA	NA	35.40	49.97	62.18
ADAMTS20	-1.21	4.42	-0.75	13.58	0.21	63.53	-1.4	3.65	-2.49	0.9	-0.94	7.31	-0.46	23.09	-1.61	2.51	NA	NA	41.67	12.01	22.93
ADCY6	-0.22	39.07	-1.19	5.9	-1.08	8.28	-0.24	30.92	-0.76	13.49	-0.32	31.68	-1.03	8.7	-1.55	2.8	NA	NA	4.92	4.22	35.87
ADIPOR2	0.29	75.38	0.28	71.08	-0.09	43.74	0.07	55.44	0.22	68.16	-0.09	53.45	-0.02	49.61	0.21	71.22	-1.71	6.01	39.52	27.19	30.04
AEBP2	0.01	60.6	-0.01	52.85	-0.16	39.07	0.22	68.47	-0.06	51	-0.02	59.11	0.01	52.23	0.01	58.77	-4.04	0.34	31.79	27.47	28.57
AGAP2	-0.89	8.42	-0.18	40.56	-0.52	21.44	0.03	51.55	-0.19	40.45	-0.83	9.81	-0.7	15.3	-0.7	13.8	NA	NA	20.62	16.19	11.17
AICDA	-0.26	36.41	0.04	56.92	-0.64	17.4	-0.11	39.74	-0.39	28.47	-0.24	39.98	-0.06	46.82	-0.36	29.59	-2.5	2.38	51.58	41.55	39.29
AKAP3	1.05	91.44	1.21	93.03	1.04	91.39	-0.01	48.31	0.94	89.77	0.57	83.65	1.31	94.08	1.39	94.34	NA	NA	93.28	87.83	84.07
ALDH1L2	-1.32	3.62	-1.08	7.24	0.31	69.14	-0.18	34.47	-0.56	20.08	-1.06	5.86	-1.34	5.18	-1.66	2.31	NA	NA	47.87	24.69	65.75
ALDH2	-0.69	13.26	-0.84	11.18	-0.83	12.61	-0.6	14.7	-0.89	10.64	-0.55	18.99	-0.81	12.54	-0.84	10.29	NA	NA	42.94	32.18	30.14
ALG10	-0.49	21.37	-0.29	33.2	0.03	51.59	-0.37	23.93	-0.35	30.95	-0.45	24.65	-0.25	34.57	-0.09	49.52	NA	NA	44.55	58.12	38.69
ALG10B	1.09	91.87	1.55	95.64	0.99	90.68	0.99	94.03	1.03	91.12	1.06	91.83	1	90.88	0.76	87.19	NA	NA	87.42	94.43	92.55
ALKBH2	0.45	80.65	0.37	75.29	0.35	71.6	0.63	87.69	0.27	70.41	0.76	87.73	0.59	82.24	-0.18	41.72	NA	NA	76.64	80.04	84.65
ALX1	-0.01	58.66	0.31	72.38	0.08	55.42	0.01	49.88	0.75	86.23	0.29	75.26	0.41	75.34	-0.31	32.45	NA	NA	60.60	68.19	41.27
AMDHD1	0.22	72.1	0	53.85	0	49.33	0.35	76.95	-0.38	29.05	-0.47	23.43	-0.27	32.44	-0.04	54.08	NA	NA	57.35	54.59	66.01
AMHR2	-0.59	16.71	-0.93	9.47	-0.55	20.35	-0.48	18.72	-0.86	11.45	-0.53	20.14	-0.43	24.51	-0.6	17.35	NA	NA	12.79	17.15	12.83
AMIGO2	-0.51	20.54	-0.82	11.68	-0.45	24.17	-0.4	22.2	-0.69	15.81	-0.43	25.96	-0.77	13.44	-0.66	15.3	NA	NA	25.11	13.03	24.46
AMN1	-0.05	55.48	-0.1	46.2	-0.32	30	0.15	62.8	-0.12	46.17	-0.07	55.41	0.01	52.23	0.01	58.77	-1.44	8.25	32.20	33.23	42.11
ANAPC5	-0.82	9.94	-0.55	19.8	-1.34	5.68	-0.46	19.47	-0.54	21.24	-0.81	10.28	-0.76	13.71	-0.81	11.04	NA	NA	23.75	13.27	15.00
ANAPC7	0.35	77.36	0.46	78.59	-0.22	35.39	0.23	69.1	0.1	61.42	0.12	68.73	-0.05	47.38	-0.12	47.02	NA	NA	15.64	15.02	17.16
ANKLE2	1.42	94.57	-0.08	47.22	-0.1	42.96	-0.06	44.07	0.04	57.14	1.78	96.35	1	90.92	0.35	76.59	NA	NA	58.36	39.40	60.00
ANKRD13A	-0.28	34.47	-0.6	18.06	-0.83	12.61	-0.6	14.7	-0.54	21.24	-0.28	35.15	-0.14	40.84	-0.18	41.72	NA	NA	23.00	18.54	25.12
ANKRD33	2.04	97.3	1.11	92.07	0.76	86.19	1.24	96.08	1.57	95.51	2.26	97.84	1.16	92.79	0.93	89.84	NA	NA	94.33	90.93	88.80
ANKRD52	-0.48	21.63	-0.91	10.03	-0.96	10.16	-0.55	16.54	-0.7	15.26	-0.38	27.76	-0.06	46.23	-0.99	7.52	NA	NA	19.16	13.49	6.09
ANKS1B	-0.43	24.55	-1.22	5.67	-1.53	4.28	-0.96	7.55	-0.97	9.07	-0.02	57.47	-0.03	47.84	-1.06	6.49	NA	NA	6.37	3.89	6.10
ANO2	-0.72	12.36	-0.34	29.63	0.28	67.34	-0.34	24.98	0.58	81.75	-0.19	41.81	-0.41	24.92	-0.79	11.45	NA	NA	NA	NA	NA
ANO4	-0.4	26.61	-0.78	12.97	-1.3	6.05	-0.45	20.21	-0.06	50.06	-0.21	40.48	-0.81	12.54	-0.46	23.37	NA	NA	5.28	5.72	7.48
ANO6	-0.07	52.8	-0.08	47.2	-0.38	27.25	0.12	59.87	-0.83	11.99	-1.23	4.18	-0.38	26.85	0.18	70.04	NA	NA	18.07	25.77	22.39
ANP32D	0.25	73.63	0.7	85.42	0.52	78.62	0.6	86.55	0.57	81.74	0.42	79.89	0.53	80.2	0.09	64.59	NA	NA	78.68	69.26	73.84
APAF1	-0.9	8.25	-0.08	47.2	0.05	53.28	-1.03	6.68	0.24	68.81	-0.74	11.5	-0.63	17.47	-0.59	17.49	NA	NA	12.36	10.92	21.05
APOBEC1	0.62	85.01	1.13	92.16	0.83	87.83	1.12	95.2	1.85	96.9	0.8	88.6	0.91	89.45	0.18	69.93	NA	NA	87.68	85.71	88.66
APOF	0.11	67.24	0.73	86.08	0.55	79.9	0.14	61.86	0.4	76.21	-0.21	41.76	0.78	87.12	0.71	86.28	NA	NA	85.10	73.54	70.59
APPL2	-1.12	5.28	-1.02	8.1	-0.44	24.62	-0.81	9.94	-0.18	41.47	-1.06	5.86	-1.7	3.13	-1.42	3.42	NA	NA	54.75	84.06	66.53
AQP2	-0.32	32.09	-0.52	21.2	-0.36	28.4	-0.17	36.22	-0.59	19.35	-0.36	30.17	-0.55	20.05	-0.36	29.59	NA	NA	18.02	17.28	19.85
AQP5	-0.36	29.16	-0.34	30.37	-0.05	46.33	0.07	55.79	0.07	59.28	-0.43	25.96	-0.01	50.36	0.06	62.42	NA	NA	79.12	61.06	82.31
AQP6	0.33	76.74	0.42	77.06	0.03	51.59	0.77	90.79	0	54.9	0.06	64.99	0.3	70.34	0.17	69.17	NA	NA	86.27	78.01	92.89
ARF3	0	59.32	-0.03	51.04	-0.06	45.66	0.2	67.15	-0.06	51	-0.02	59.11	0.01	52.23	0.01	58.77	-3.44	0.79	41.44	37.75	39.01
ARHGAP9	-0.49	21.49	-0.33	30.9	-0.53	21.12	-0.17	35.58	-0.17	42.16	-0.24	38.28	-0.87	11.26	-0.2	40.81	NA	NA	81.42	89.87	86.65
ARHGDIB	-0.18	43.45	-0.05	49.76	0.04	52.51	0	49.5	0.12	62.86	-0.15	47.68	-0.45	23.52	-0.3	33.66	-1.55	7.18	24.56	22.35	36.62
ARHGEF25	-0.35	29.49	-0.02	52.15	0.57	80.56	-0.11	40.17	-0.68	16.14	-0.13	48.29	-0.37	27.38	-0.1	48.89	NA	NA	31.84	44.03	46.21
ARID2	-2.09	1.07	-1.76	2.33	-1.69	3.38	-1.36	3.92	-1.93	1.89	-1.93	1.16	-1.66	3.29	-0.87	9.69	NA	NA	2.45	1.78	1.21
ARL1	0.05	64.03	0.06	58	0.11	56.84	0.27	72.42	0.01	55.83	0.02	62.73	0.2	65.01	0.13	67.15	-2.55	2.25	50.74	48.29	56.77
ARNTL2	1.07	91.71	0.55	81.55	0.66	83.44	0.11	58.91	0.39	75.49	0.36	77.15	0.34	72.44	0.74	86.8	NA	NA	31.44	34.38	39.35
ARPC3	-0.06	54.08	0.13	62.74	0.22	64.23	0.42	80.35	0.22	68.16	-0.09	53.45	-0.03	48.73	-0.02	56.24	0.69	77.07	61.63	69.69	67.22
ART4	1.16	92.74	0.93	89.79	0.61	82.04	0.21	67.76	0.55	81.07	0.7	86.62	1.24	93.6	1.14	92.47	NA	NA	95.74	87.13	93.85
ASB8	0.08	65.39	-0.29	32.94	-0.69	15.81	0.11	58.69	-0.15	44.43	0.21	71.91	-0.06	46.82	-0.36	29.59	NA	NA	58.44	38.85	43.88
ASIC1	-0.46	22.89	-0.49	22.36	-1.2	6.94	-0.04	45.77	-0.79	13.03	-0.49	22.26	-0.35	28.67	0	57.39	NA	NA	8.20	6.35	8.61
ASUN	-0.43	24.45	-0.2	38.82	-0.68	16.07	-0.3	27.45	-0.28	35.31	-0.41	27.43	-0.25	34.57	-0.09	49.52	NA	NA	15.98	9.54	11.60
ATF1	0.29	75.38	0.26	70.06	-0.09	43.74	0.63	87.53	0.09	60.89	0.36	77.59	0.22	66.59	-0.18	43.38	-1.38	8.82	54.48	55.65	61.96
ATF7	-0.41	26.34	-0.65	16.36	-0.17	38.72	-0.27	29.64	-0.72	14.83	-0.45	24.65	-0.21	36.73	-0.3	33.66	NA	NA	38.51	31.22	52.05
ATF7IP	-0.19	42.17	0.47	78.86	0.17	60.92	0.57	85.61	0.45	77.88	-0.32	31.78	-0.48	22.71	0.12	66.72	NA	NA	10.19	8.76	11.31
ATN1	-1.4	3.15	-0.95	9.34	-0.33	29.49	0.02	50.93	-0.68	15.9	-0.85	8.94	-1.45	4.44	-1.57	2.69	NA	NA	15.70	8.90	12.98
ATP2A2	-1.02	6.45	-1.6	3.04	-1.76	3.05	-0.98	7.24	-1.29	5.17	-0.81	10.28	-1.91	2.36	-1.24	4.76	NA	NA	4.28	2.61	3.20
ATP2B1	-0.65	14.67	-1.02	7.94	-1.29	6.1	-0.55	16.35	-0.4	27.59	-0.72	12.54	-0.74	14.34	-0.48	22.63	NA	NA	6.16	3.86	3.51
ATP5B	-0.28	35.17	0.04	56.92	-0.1	43.29	0.17	64.67	0.78	87.06	-0.21	41.76	0.48	78.39	-0.33	31.71	0.33	59.27	47.27	50.48	71.87
ATP5G2	-0.13	47.18	0.01	54.95	0.16	60.65	0.05	53.89	0.26	69.87	-0.07	55.41	0.13	60.51	-0.24	38.27	1.5	96.83	73.18	63.70	68.13
ATP6V0A2	0.31	75.92	-0.62	17.47	-0.61	18.29	-0.78	10.5	-0.14	44.56	-0.21	40.15	0.16	62.25	-0.32	31.78	NA	NA	25.31	31.40	21.82
ATXN2	-0.68	13.39	-1	8.54	-0.79	13.31	-1.09	6.1	-0.46	24.44	-1	6.6	-0.65	16.71	-0.67	14.73	NA	NA	7.04	10.26	5.30
ATXN7L3B	0.07	64.84	0.08	59.43	0.15	59.34	0.29	73.48	0.08	60.11	0.06	65.58	0.06	55.51	0.04	61.25	-3.13	1.1	NA	NA	NA
AVIL	-1.27	4.02	-0.75	13.74	0.47	76.57	-0.11	39.09	-1.03	8.21	-1.36	3.13	0.13	60.61	-0.25	36.37	NA	NA	74.73	86.54	79.27
AVPR1A	-0.04	56.02	-0.25	35.99	-0.14	40.39	-0.03	47.18	0.13	63.39	0.15	69.59	-0.39	26.72	-0.57	18.55	NA	NA	80.48	60.35	75.74
B3GNT4	0.93	90.1	1.07	91.61	1.27	94.07	-0.06	44.57	-0.3	33.48	-0.13	48.29	1.1	92.27	0.67	85.44	NA	NA	54.20	50.46	66.66
B4GALNT1	-0.18	42.6	0.26	70.52	0.33	70.31	-0.21	32.96	0.9	89.25	-0.09	52.13	-0.24	35	-0.25	36.93	NA	NA	25.99	21.16	35.21
B4GALNT3	1.1	91.99	0.48	79.05	0.46	76.41	-0.06	43.27	1.11	91.88	1.01	91.15	0.2	64.55	-0.41	26.01	NA	NA	81.23	87.40	91.78
BAZ2A	-1.02	6.48	-1.39	4.32	-0.57	19.53	-1.36	3.9	-0.26	35.66	-0.53	19.06	-0.43	24.18	-1.64	2.39	NA	NA	7.32	4.95	5.65
BBS10	-0.44	24.01	-0.35	29.43	0.18	61.91	-0.5	18.34	0.01	55.15	0.36	77.15	0.09	57.28	-0.67	14.73	NA	NA	36.08	30.59	27.26
BCAT1	-0.31	33.12	0.48	79.25	0.26	66.7	-0.15	37.38	0.51	80.13	-0.38	28.74	0.04	53.75	-0.3	33.66	NA	NA	57.38	43.99	54.65
BCDIN3D	0.04	62.41	0.13	63.2	0.5	77.67	0.35	76.89	0	54.9	0.06	64.99	0.23	67.12	0.44	79.63	NA	NA	46.21	49.25	64.69
BCL2L14	1.14	92.56	0.91	89.47	0.42	74.77	0.48	82.77	0.34	73.83	0.57	84.01	0.9	89.16	0.85	88.78	NA	NA	77.80	82.84	72.32
BCL7A	0.16	69.92	0.08	60.09	-0.6	18.67	0.21	67.55	-0.08	49.36	0.25	73.58	0.04	53.75	-0.3	33.66	-0.48	25.32	40.47	33.42	59.60
BEST3	-0.03	57.02	0.13	63.57	0.18	61.91	0.08	56.06	-0.16	42.82	0.78	87.91	0.47	78.11	0.19	70.22	NA	NA	17.87	54.57	31.62
BICD1	-1.12	5.28	-1.51	3.54	-1.6	3.83	-1.1	5.96	-1.96	1.81	-1.23	4.18	-0.51	21.35	-0.96	8.05	NA	NA	2.88	4.79	2.57
BIN2	0.17	70.21	0.69	85.18	0.6	81.78	0.89	92.76	0.73	85.84	0.87	89.39	1.08	92.03	0.2	70.58	NA	NA	54.85	47.80	53.90
BLOC1S1	-0.09	51.36	-0.16	41.25	-0.3	31.36	0.1	58.27	0.26	69.87	-0.07	55.41	-0.13	42.03	-0.08	50.87	-0.16	36.72	54.58	62.90	38.11
BRAP	-0.64	15.22	-0.51	21.56	-1.1	8.04	-0.53	16.97	-0.71	15.09	-0.68	14.01	-0.39	26.72	-0.57	18.55	NA	NA	11.87	20.55	12.61
BRI3BP	-0.22	39.8	-0.36	28.63	0.07	54.1	-0.05	45.37	-0.29	34.57	-0.17	45.6	-0.16	39.78	-0.27	35.97	0.92	85.73	30.02	46.68	51.65
BTBD11	0.57	83.69	-0.46	23.63	-0.46	23.5	-0.76	10.77	-0.08	48.7	1.12	92.32	-0.87	11.26	-0.2	40.81	NA	NA	5.59	6.29	7.93
BTG1	0.35	77.59	0.13	62.74	-0.22	35.67	0.14	61.38	-0.09	48.54	-0.05	57.34	0.17	62.87	0.33	75.84	-0.4	27.57	40.12	39.15	35.23
C12orf10	0.9	89.8	0.78	87.18	0.32	69.96	-0.09	41.67	0.42	76.81	-0.68	14.01	-0.17	39.07	0.64	84.68	NA	NA	63.36	73.01	67.68
C12orf23	0.05	64.03	0.06	58	0.25	66.02	0.27	72.42	0.01	55.83	0.02	62.73	0.2	65.01	0.13	67.15	0.11	48.81	56.65	58.80	60.29
C12orf26	1.17	92.8	0.31	72.71	0.21	63.52	-0.26	29.98	0.29	70.97	1.35	94.31	0.53	80.3	0.84	88.62	NA	NA	57.71	36.48	27.97
C12orf29	0.21	71.78	-0.1	46.49	0.4	73.6	-0.03	46.77	0.27	70.41	0.23	72.83	0.12	59.86	0.3	74.67	0.91	85.63	40.41	25.22	28.81
C12orf35	2.89	98.97	2.85	99.12	1.73	97.14	0	48.77	1.1	91.75	2.65	98.51	2.52	98.89	3.72	99.43	NA	NA	99.14	98.95	96.97
C12orf39	0.05	64.03	0.06	58	0.25	66.02	0.27	72.42	0.08	60.11	0.06	65.58	0.35	72.99	0.07	63.34	3.09	99.96	56.21	58.16	59.86
C12orf4	-0.38	28.24	-0.6	17.75	-0.67	16.45	-0.23	31.65	-0.56	20.63	-0.34	31.62	-0.35	28.67	-0.39	27.64	NA	NA	13.67	10.66	14.69
C12orf40	0.1	66.8	1.07	91.61	0.84	87.9	1.1	95	-0.27	35.59	0.42	79.46	2.18	98.38	0.73	86.61	NA	NA	89.78	79.60	82.57
C12orf42	1.11	92.24	1.6	95.87	1.22	93.51	1.6	97.88	1.2	92.97	1.16	92.91	1.4	94.78	1.08	91.75	NA	NA	77.42	82.18	88.33
C12orf43	-0.04	56.02	0.26	70.44	-0.43	24.86	-0.03	47.18	0.44	77.82	0.1	67.67	-0.19	37.79	0.17	69.17	NA	NA	55.43	53.12	53.16
C12orf44	-0.25	37.63	-0.43	25.15	-0.31	30.96	-0.1	41.12	-0.29	34.57	-0.17	45.6	-0.12	42.85	-0.24	38.27	-1.29	9.7	28.00	26.17	28.49
C12orf45	0.96	90.53	0.28	71.27	0.05	53.05	0.46	81.99	0.68	84.67	0.78	88.15	0.28	69.61	0.47	80.57	NA	NA	76.42	71.07	75.93
C12orf49	0.51	82.21	0.19	67.03	0.07	54.81	0.11	58.69	0.27	70.41	0.76	87.73	0.05	54.3	-0.06	52.06	NA	NA	66.12	65.79	58.63
