GENE	ALL_0.1%	%ALL_0.1%	%OEratio	%ExAC_0.05%popn	OEratio-percentile[ExAC]	LoF-FDR[ExAC]	ExAC_v2_0.05%popn	%ExAC_v2_0.05%popn	Edge Case (ExAC_v2)	OEratio-percentile[ExAC_v2]
MRC1	NA	NA	NA	NA	5.6416	0.5015608	NA	NA	NA	NA
MRC2	-1.16	6.09	NA	13.82	33.5177	1.20E-05	-0.9943	13.3333	N	44.2830
MRE11	0.04	57.41	NA	14.29	44.0763	0.001879437	-0.8970	15.7674	N	32.2526
MREG	0.17	65.56	Y	47.85	59.3861	0.8426665	-0.0046	49.2375	Y	57.9401
MRFAP1	-0.21	38.28	Y	36.71	12.8540	0.8123464	-0.3009	35.7087	Y	18.5839
MRFAP1L1	0.13	62.74	Y	58.71	97.9038	0.8791958	0.0752	53.1281	Y	97.9795
MRGBP	-0.19	39.68	NA	36.34	8.5066	0.1910031	-0.2237	39.0616	Y	6.0094
MRGPRD	0.66	84.55	NA	93.02	80.4038	0.8352383	0.9122	84.2815	N	72.6394
MRGPRE	0.17	65.96	NA	92.33	58.0863	0.9137871	1.5010	93.6950	N	40.2304
MRGPRF	-0.2	38.82	NA	NA	39.9004	0.3772504	0.3943	67.4585	N	73.1373
MRGPRG	1.06	91.38	NA	NA	NA	NA	NA	NA	NA	NA
MRGPRX1	0.69	85.18	NA	63.89	28.7113	0.2455824	0.3848	67.0772	N	23.6149
MRGPRX2	1.75	96.67	NA	89.73	54.6626	0.6988833	0.9278	84.5259	N	34.8637
MRGPRX3	1.46	95.23	NA	94.46	74.1261	0.9905136	0.9587	85.3568	N	78.6256
MRGPRX4	1.86	97.18	NA	89.13	53.9215	0.8037021	1.0203	86.6960	N	64.6616
MRI1	0.51	80.2	NA	85.21	81.7699	0.8485588	0.4293	68.8856	N	75.3893
MRM1	0.22	68.27	NA	52.78	70.1549	0.9678949	-0.1506	42.2385	N	78.4288
MRM2	-0.23	37.32	NA	72.56	46.1726	0.8610395	0.5106	72.1408	N	62.9537
MRM3	0.2	67.36	NA	28.53	77.0188	0.7452825	0.0312	50.9775	N	67.3884
MRNIP	1.11	92.04	NA	87.79	30.2157	0.4638285	1.0773	87.6442	N	87.5123
MRO	0.28	71.41	NA	75.06	51.1449	0.3736382	0.4323	69.0225	N	86.4123
MROH1	NA	NA	NA	NA	20.9735	0.009990427	NA	NA	NA	NA
MROH2A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MROH2B	1.6	95.88	NA	99.15	73.2688	0.0971193	2.5141	98.4653	N	56.8749
MROH6	NA	NA	NA	83.06	45.7633	0.8656326	1.3306	91.8182	N	97.0764
MROH7	1.76	96.72	NA	99.81	73.4071	0.4150799	4.2870	99.6285	N	78.7298
MROH9	2.51	98.67	NA	93.72	41.4602	0.0680721	1.3230	91.7400	N	65.4027
MRPL1	0.28	71.41	NA	33.81	74.6626	0.5100398	-0.1746	41.1339	N	55.6012
MRPL10	-0.1	46.49	Y	46.86	62.1958	0.1223355	-0.1187	43.8123	N	69.6868
MRPL11	-0.05	49.76	Y	25.22	54.2699	0.9273531	-0.3838	32.1603	N	55.1960
MRPL12	0.04	56.92	Y	28	72.9535	0.4814104	-0.5119	27.0968	N	30.2900
MRPL13	0.06	58.53	Y	52.66	87.9314	0.8538845	0.0938	54.0567	Y	92.3233
MRPL14	-0.14	42.88	Y	29.29	66.8031	0.4232358	-0.0488	47.1065	Y	66.8211
MRPL15	0.28	71.41	NA	83.88	79.6294	0.9243059	0.4639	70.4008	N	75.2041
MRPL16	0.6	82.66	NA	79.65	55.7577	0.4187851	0.4951	71.5640	N	79.0482
MRPL17	0.08	59.76	Y	28.8	22.3009	0.2100305	-0.5005	27.5367	N	25.5428
MRPL18	0.33	73.11	Y	45.14	85.0719	0.5593254	-0.3210	34.8192	N	66.1495
MRPL19	-0.29	32.94	NA	49.03	83.3186	0.5093972	0.0193	50.3715	N	61.7380
MRPL2	-0.56	19.31	NA	59.1	90.2821	0.275499	-0.1092	44.2717	N	90.3375
MRPL20	0.13	62.74	Y	36.63	65.1881	0.4244887	-0.0845	45.4545	N	37.2489
MRPL21	0.95	90.01	NA	77.57	73.7223	0.932212	0.6932	78.5337	N	82.1340
MRPL22	-0.14	43.57	NA	79.39	51.4602	0.6044048	0.4255	68.7292	N	29.9485
MRPL23	1.11	91.99	NA	84.92	84.6294	0.9806309	0.8187	82.1603	N	85.0981
MRPL24	0.5	79.89	NA	50.55	60.9181	0.4845141	0.0052	49.6774	N	53.0828
MRPL27	-0.09	46.74	NA	77.91	96.8529	0.2519248	0.1520	56.8524	Y	83.2108
MRPL28	1.02	90.98	NA	65.05	22.2788	0.6816741	0.4818	71.0068	N	21.5076
MRPL3	-0.09	46.92	NA	60.13	85.1051	0.7340887	0.1741	57.8788	N	66.7342
MRPL30	0.5	79.89	NA	61.21	87.5387	0.1455968	0.2733	62.2678	Y	22.6654
MRPL32	0.28	71.27	NA	78.52	87.7765	0.2530063	0.3699	66.4712	N	78.2319
MRPL33	-0.01	52.85	Y	56.46	58.6117	0.154708	0.0242	50.6158	Y	82.3482
MRPL34	NA	NA	NA	57.02	35.9237	0.8745495	0.1083	54.7116	Y	90.1812
MRPL35	0.37	75.12	NA	67.31	58.0199	0.2609264	0.3813	66.9501	N	54.3334
MRPL36	-0.07	48.12	Y	66.1	15.9956	0.2524135	0.1836	58.3773	Y	32.9416
MRPL37	0.02	55.61	NA	18.29	84.2699	0.4917447	-0.4145	30.9286	N	97.7595
MRPL38	0.02	55.69	NA	93.45	24.5575	0.4557368	0.9891	86.0411	N	21.9186
MRPL39	0.22	68.44	NA	73.62	69.2478	0.06995972	0.1726	57.8299	N	62.3574
MRPL4	0.2	67.3	NA	93.98	69.9115	0.9385359	1.7684	95.6989	N	63.1564
MRPL40	0.08	60.09	Y	67.82	83.1582	0.2296547	0.3699	66.4712	N	45.2209
MRPL41	0.04	56.64	Y	47.29	68.2246	0.6909993	0.0227	50.5279	Y	58.4033
MRPL42	-0.25	35.42	Y	51.18	48.2854	0.573056	-0.0472	47.1750	Y	94.5985
MRPL43	-0.05	50.01	NA	85.09	44.2810	0.8952115	0.1388	56.2463	N	95.9416
MRPL44	-0.27	34.6	NA	54.99	82.4060	0.8499627	-0.0365	47.6540	N	56.3307
MRPL45	0.17	65.76	NA	85.01	45.0387	0.5440224	0.7556	80.4497	N	30.6143
MRPL46	0.66	84.44	NA	67.69	89.2312	0.6147681	0.0832	53.5484	N	82.0066
MRPL47	0.44	77.57	NA	64.45	54.7124	0.3507099	0.1262	55.6207	N	69.7736
MRPL48	0.01	54.95	Y	35.37	55.9237	0.1386024	0.2577	61.5738	Y	81.9313
MRPL49	-0.01	53.19	Y	64.49	26.9358	0.4797036	0.0908	53.9296	Y	50.8308
MRPL50	0.1	61.49	Y	82.5	88.7611	0.3785838	0.4897	71.3587	N	67.7763
MRPL51	0.15	64.11	Y	44.95	42.6162	0.3952389	-0.1085	44.3011	Y	33.5379
MRPL52	0.57	81.89	NA	73.47	39.9281	0.7750097	-0.0187	48.5044	Y	98.5063
MRPL53	0.75	86.48	NA	62.41	33.1858	0.7442662	0.1094	54.7507	Y	98.8132
MRPL54	-0.1	46.49	Y	68.3	76.9469	0.5702453	0.3060	63.7439	Y	32.5711
MRPL55	0.28	71.27	NA	73.44	55.2212	0.6783323	0.5254	72.7077	N	28.4027
MRPL57	0.33	73.11	Y	67.88	36.4325	0.8363163	-0.0073	49.1007	Y	86.8813
MRPL58	0.64	83.78	NA	74.21	64.5741	0.5329384	0.4825	71.0459	N	68.8010
MRPL9	1.02	90.86	NA	87.75	42.7102	0.4859025	0.7487	80.2639	N	27.9859
MRPS10	-0.03	51.66	NA	76.33	64.6571	0.3050326	0.2304	60.4008	N	72.3615
MRPS11	-0.09	46.74	NA	54.52	61.8639	0.7456901	0.3015	63.5288	N	96.3932
MRPS12	-0.14	43.29	Y	48.49	14.2035	0.8557246	0.1364	56.1193	Y	21.9823
MRPS14	-0.23	36.86	Y	43.96	85.7909	0.7515596	0.0539	52.0821	Y	69.6926
MRPS15	-0.09	46.74	NA	68.92	90.2434	0.4553746	0.2943	63.2063	N	64.6385
MRPS16	0.19	66.82	Y	60.32	34.4414	0.5426388	0.0296	50.9091	Y	23.5628
MRPS17	0.24	68.98	Y	84.08	96.6648	0.07121285	0.7008	78.7781	N	70.1326
MRPS18A	-0.16	41.64	Y	68.3	68.2080	0.5404908	0.3543	65.7771	N	69.1194
MRPS18B	-0.05	50.01	NA	77.18	40.2378	0.2983181	0.1216	55.4057	N	37.0636
MRPS18C	0.17	65.33	Y	57.82	51.3662	0.5321507	0.0995	54.2913	Y	65.6979
MRPS2	0.6	82.74	NA	60.94	65.2434	0.4150478	0.4449	69.5894	N	62.1085
MRPS21	0.92	89.61	NA	78.37	24.8175	0.3276494	0.4330	69.0420	Y	40.0104
MRPS22	0.44	77.7	NA	39.2	20.2544	0.3925131	-0.1293	43.2747	N	40.6357
MRPS23	-0.32	31.46	Y	63.36	70.0996	0.1655192	0.0395	51.3783	N	91.2986
MRPS24	0.57	81.89	NA	68.97	95.1327	0.6601696	0.3403	65.1906	Y	96.4569
MRPS25	0.13	62.74	Y	76.48	29.2423	0.1956213	0.2676	62.0235	Y	52.5039
MRPS26	NA	NA	NA	51.5	87.7323	0.5620711	-0.0742	45.9238	Y	73.4441
MRPS27	0.49	79.38	NA	64.92	32.4502	0.01027318	0.5715	74.2913	N	36.2589
MRPS28	0.9	89.39	NA	78.1	46.1615	0.885703	0.3870	67.1554	N	72.4078
MRPS30	0.75	86.71	NA	84.75	72.8650	0.4370433	0.3886	67.2336	N	57.0833
MRPS31	0.04	57.15	NA	26.24	65.1327	0.284174	-0.4754	28.4751	N	55.0570
MRPS33	0.15	64.11	Y	37.02	53.5011	0.645258	-0.2195	39.2278	Y	33.2021
MRPS34	NA	NA	NA	48.17	93.5232	0.9994104	-0.0503	47.0381	Y	92.8212
MRPS35	-0.18	40.36	NA	58.54	77.0686	0.03546126	0.4806	70.9482	N	92.8559
MRPS36	-0.01	52.85	Y	45.81	15.1604	0.1378319	-0.0997	44.7312	Y	18.8734
MRPS5	-0.24	36.17	NA	68.95	65.6692	0.06674331	0.7510	80.3226	N	53.3434
MRPS6	0.06	58.26	Y	79.43	73.7500	0.2455535	0.3574	65.9433	Y	72.4541
MRPS7	0.73	86.08	NA	47.41	34.0985	0.4627881	-0.0107	48.9150	N	21.2412
MRPS9	0.4	76.31	NA	57.48	90.1825	0.3980914	0.1741	57.8788	N	83.8187
MRRF	0.19	67.03	NA	66.6	80.8628	0.8400404	-0.1389	42.7566	N	56.6723
MRS2	0.31	72.66	NA	38.43	48.6283	0.3528707	-0.5126	27.0674	N	43.1251
MRTO4	-0.34	30.37	NA	43.56	46.1394	0.004835642	0.0577	52.2776	N	29.9253
MRVI1	2.07	97.82	NA	95.64	77.4060	0.007427697	1.3649	92.2678	N	85.2892
MS4A1	-0.32	31.46	Y	56.56	95.4369	0.3762081	-0.2643	37.2825	N	55.1554
MS4A10	0.35	74.49	NA	84.87	72.2566	0.9174907	0.6217	76.0802	N	83.7608
MS4A12	0.22	68.13	NA	86.66	99.1980	0.8529203	0.6917	78.4653	N	83.9576
MS4A13	0.53	80.58	NA	68.35	66.7976	0.2264196	0.2961	63.2747	Y	19.7939
MS4A14	1.74	96.63	NA	93.24	49.4801	0.8628159	0.9523	85.1320	N	50.0376
MS4A15	0.71	85.53	NA	84.03	69.4690	0.4465247	0.5251	72.6882	N	91.4838
MS4A2	0.91	89.44	NA	84.54	68.9602	0.6642249	0.6148	75.8260	N	52.0465
MS4A3	-0.14	43.29	Y	78.89	91.1228	0.7327096	0.4255	68.7292	N	96.5669
MS4A4A	0.24	69.21	NA	80.75	76.8142	0.5762664	0.5095	72.1114	N	74.0925
MS4A4E	NA	NA	NA	NA	99.2754	0.2134974	NA	NA	NA	NA
MS4A5	0.84	88.23	NA	79.97	80.9790	0.3559621	0.6578	77.2727	N	91.9759
MS4A6A	0.48	79.25	NA	77.21	88.6449	0.9982591	0.1574	57.1261	N	97.3253
MS4A6E	0.44	77.57	NA	83.92	43.3020	0.08783289	0.4456	69.6285	N	69.4089
MS4A7	1.04	91.21	NA	85.13	91.2942	0.780106	0.7658	80.7234	N	80.5187
MS4A8	-0.27	34.32	NA	61.54	55.4038	0.7102666	0.0364	51.2121	N	97.2327
MSANTD1	NA	NA	NA	44.83	31.6925	0.4046453	-0.1100	44.2229	Y	42.7893
MSANTD2	-0.45	24	Y	14.32	20.4701	0.1616295	-0.3541	33.4800	N	82.8055
MSANTD3	-0.07	48.12	Y	46.13	15.1493	0.329852	-0.2043	39.9022	N	23.5686
MSANTD4	-0.34	30.07	Y	15.54	30.0774	0.1327379	-0.5891	24.4086	N	27.7138
MSC	0.19	66.57	Y	51.68	56.1173	0.4059237	-0.1214	43.6657	Y	94.8764
MSGN1	0.17	65.56	Y	30.73	50.8352	0.5482644	-0.3381	34.0371	N	46.6451
MSH2	-2.03	1.68	NA	8.66	92.2677	4.65E-08	-1.1206	10.7625	N	77.7514
MSH3	-0.08	47.26	NA	31.35	92.5498	0.7294035	0.1314	55.8553	N	87.7497
MSH4	0.2	67.43	NA	11.25	80.3816	0.4634225	-0.6620	22.0332	N	73.1894
MSH5	0.13	63.57	NA	13.21	33.9381	0.2806404	-0.8187	17.6735	N	57.2512
MSH6	-2.25	1.28	NA	1.54	NA	NA	-1.8581	3.6852	N	NA
MSI1	-0.16	41.64	Y	28.24	7.2124	0.004678912	-0.4564	29.2082	N	8.6899
MSI2	0.13	63	Y	33.35	11.2279	0.05696004	-0.3427	33.8710	N	20.6623
MSL1	-0.05	49.76	Y	22.55	9.0874	0.002468147	-0.4663	28.8172	N	12.5514
MSL2	-0.53	20.7	NA	14.98	11.1394	0.006985279	-0.8918	15.9238	N	8.0125
MSL3	-0.23	37.32	NA	13.91	21.9027	0.04390365	-0.2932	34.0125	N	24.9175
MSLN	0.73	85.99	NA	99.43	57.4613	0.861777	3.8410	99.5210	N	75.7078
MSLNL	NA	NA	NA	NA	71.7478	0.78709	NA	NA	NA	NA
MSMB	0.01	54.63	Y	56.46	85.3872	0.6918768	-0.0043	49.2571	Y	93.0180
MSMO1	0.7	85.42	NA	70.65	40.1991	0.2033079	0.2231	60.0880	N	56.7881
MSMP	0.37	74.95	Y	81.5	70.0498	0.1409363	0.5254	72.7077	N	50.8887
MSN	-0.23	36.86	Y	15.68	3.7445	0.003131456	-0.4893	24.2947	N	2.7268
MSR1	0	54.03	NA	86.49	90.8296	0.6587823	0.9397	84.8192	N	80.9182
MSRA	-0.96	9.09	NA	39.73	82.5553	0.4025968	-0.1848	40.6647	N	89.2144
MSRB1	0.06	58.26	Y	67.39	96.8031	0.8542386	0.0212	50.4594	Y	99.9884
MSRB2	0.66	84.35	NA	91.32	95.4093	0.9332325	0.8787	83.6266	N	98.1242
MSRB3	-0.45	24	Y	35.86	27.1128	0.8405585	0.0281	50.8211	N	59.6422
MSS51	0.47	78.8	NA	94.99	64.8673	0.3363839	1.5402	94.0958	N	63.0174
MST1	-0.42	25.79	NA	78.74	83.1361	0.8985125	-0.3007	35.7185	N	75.3083
MST1R	-1.78	2.29	NA	4.02	74.5741	0.8286121	-0.7432	19.6970	N	73.8030
MSTN	0.66	84.55	NA	67.03	30.5531	0.01267751	-0.0594	46.5885	N	24.9812
MSTO1	NA	NA	NA	84.46	48.0476	0.824043	0.8023	81.7204	N	82.3655
MSX1	NA	NA	NA	63.36	34.1095	0.6586245	-0.0290	47.9765	N	26.9148
MSX2	NA	NA	NA	26.87	58.2246	0.3128388	-0.2925	36.0704	N	92.1785
MT1A	0.57	81.78	Y	61.48	36.7312	0.8790067	0.1098	54.7801	Y	90.7659
MT1B	0.41	76.67	Y	87.9	85.5476	0.5468257	0.8677	83.4506	N	99.5658
MT1E	0.44	77.45	Y	83.96	97.4613	0.3280703	0.5414	73.2160	Y	98.2458
MT1F	0.61	83.07	NA	74.3	94.8673	0.812	0.3049	63.6852	Y	98.9348
MT1G	0.06	58	Y	80.66	99.0597	0.759886	0.6867	78.2698	Y	97.2616
MT1H	1.12	92.12	NA	84.62	88.2467	0.6364202	0.6981	78.7097	Y	91.4317
MT1HL1	NA	NA	NA	NA	76.8473	0.9383313	0.7764	81.0264	N	98.0258
MT1M	0.35	73.97	Y	75.91	99.5354	0.9905542	0.3547	65.8065	Y	99.1200
MT1X	0.24	68.72	Y	67.2	96.9248	0.8112605	0.2109	59.5503	Y	91.4896
MT2A	0.12	62.38	NA	64.05	90.9403	0.910942	0.0200	50.4106	Y	95.8259
MT3	0.32	72.94	Y	65.95	41.8916	0.5518177	0.2109	59.5503	Y	32.7216
MT4	0.66	84.27	NA	74.3	86.9358	0.8414812	0.3619	66.1193	Y	88.5891
MTA1	-1.06	7.52	NA	7.21	4.4524	0.000150676	-0.8438	17.0674	N	5.3320
MTA2	-1.02	7.94	NA	3.46	5.6692	0.001379158	-1.5246	5.8553	N	3.9773
MTA3	-0.6	17.91	NA	20.6	22.6327	0.000514283	-0.7092	20.7527	N	25.9075
MTAP	-0.38	27.69	NA	20.62	37.1792	0.6431038	-0.3727	32.6197	N	53.7544
MTBP	0.83	88.09	NA	64.62	46.1338	0.06125285	0.0602	52.3754	N	38.5457
MTCH1	-0.19	39.68	Y	28.05	8.9325	0.09751814	-0.3636	33.0303	Y	21.9881
MTCH2	0.64	83.78	NA	66.22	76.2942	0.04465198	0.4011	67.7028	N	49.0708
MTCL1	-1.3	4.97	NA	94.37	56.5100	8.64E-06	2.5784	98.5924	N	68.9226
MTCP1	0.15	63.81	NA	42.01	13.5785	0.7591862	-0.1669	41.2226	Y	8.5857
MTDH	-0.42	25.56	NA	25.09	55.3816	0.01020993	-0.1323	43.1378	N	64.1811
MTERF1	0.4	76.31	NA	81.19	94.9723	0.3853038	0.3407	65.2102	N	76.8888
MTERF2	0.64	83.9	NA	65.7	83.8938	0.7914565	0.2768	62.4242	N	69.2063
MTERF3	0.55	81.55	NA	54.38	89.2367	0.5503767	-0.1293	43.2747	N	78.9440
MTERF4	0.24	69.37	NA	68.37	47.6604	0.3095113	0.6586	77.3118	N	49.4008
MTF1	7.61E-05	53.98	NA	11.43	12.3617	0.000376553	-0.9507	14.2522	N	16.7834
MTF2	-0.56	19.54	NA	22	11.9801	0.000847012	-0.6792	21.5836	N	8.1341
MTFMT	0.71	85.53	NA	81.26	62.0243	0.405063	0.6331	76.5298	N	70.6884
MTFP1	-0.14	43.29	Y	56.6	40.5918	0.323123	-0.0305	47.8983	N	95.1832
MTFR1	-0.27	34.32	NA	56.21	90.3374	0.561111	-0.1290	43.2845	N	58.6985
MTFR1L	-0.18	40.16	NA	71.2	27.9148	0.1114481	0.2243	60.1564	N	94.4075
MTFR2	0.44	77.85	NA	60.13	85.0055	0.2842637	0.3779	66.8328	N	59.5322
MTG1	-0.58	18.72	NA	66.71	88.5951	0.1464317	0.4065	67.9179	N	71.5626
MTG2	0.54	81.07	NA	96.07	55.0885	0.3957612	1.4558	93.3138	N	84.0966
MTHFD1	0.38	75.63	NA	5.65	32.5774	0.001695755	-0.7407	19.7849	N	39.1131
MTHFD1L	-0.35	29.54	NA	19.15	60.5642	0.002986357	-0.2395	38.3969	N	53.7370
MTHFD2	-0.23	36.86	Y	33.81	49.8507	0.04154767	-0.3628	33.0596	N	31.7200
MTHFD2L	-0.36	28.93	NA	61.98	87.9148	0.714508	-0.1461	42.4438	N	89.4923
MTHFR	0.09	60.71	NA	60.02	34.5299	0.393624	0.5773	74.4673	N	33.2889
MTHFS	0.04	56.64	Y	79.43	26.1449	0.5390495	0.4129	68.2014	Y	40.5373
MTHFSD	1.31	94.02	NA	81.42	88.3518	0.7924324	0.4844	71.1241	N	84.3745
MTIF2	-0.89	10.46	NA	19.02	71.9967	0.1691932	-0.7403	19.7947	N	56.1396
MTIF3	0.51	80.01	NA	60.87	61.1836	0.1792041	-0.1545	42.0626	N	48.3934
MTM1	-0.52	21.2	NA	29.29	21.8695	0.00016771	-0.9204	13.4796	N	18.4855
MTMR1	-0.09	46.74	NA	38.76	15.3872	0.01553835	-0.4133	27.2727	N	13.6629
MTMR10	0.38	75.58	NA	83.38	24.9613	0.004437375	0.3259	64.5748	N	29.9311
MTMR11	0.31	72.75	NA	21.38	34.9170	0.348327	0.0362	51.2023	N	52.8686
MTMR12	0.13	63.57	NA	57.35	31.6593	9.73E-05	0.2647	61.8866	N	27.4011
MTMR14	-0.91	9.96	NA	9.18	33.4513	0.01601921	-0.6361	22.8446	N	73.6120
MTMR2	0.33	73.54	NA	64.32	46.4049	0.002732868	-0.3092	35.3372	N	51.7166
MTMR3	-0.9	10.16	NA	4.14	26.8529	1.14E-06	-1.3769	7.2727	N	24.7149
MTMR4	-0.55	19.93	NA	16.65	17.3673	1.75E-05	-0.4988	27.6149	N	11.7409
MTMR6	0.95	90.09	NA	38.06	73.3905	0.1377626	-0.2167	39.3744	N	44.2482
MTMR7	-1.13	6.56	NA	2.76	58.5896	0.06218375	-1.1183	10.8016	N	49.4876
MTMR8	-0.77	13.1	NA	82.99	80.7301	0.6660031	0.6434	81.6614	N	72.6046
MTMR9	-0.82	11.94	NA	23.96	64.7290	3.47E-06	-0.1505	42.2483	N	41.5793
MTNR1A	0.22	68.38	NA	65.44	81.7644	0.8230492	0.3764	66.7742	N	92.2596
MTNR1B	-0.02	52.15	NA	70.01	62.1847	0.4298795	0.4289	68.8759	N	93.2496
MTO1	-0.2	39.17	NA	9.98	51.2223	0.03468631	-0.4852	28.1329	N	61.7785
MTOR	-3.49	0.34	NA	0.09	4.8783	1.28E-13	-4.7153	0.2151	N	4.3189
MTPAP	-0.18	40.36	NA	17.94	30.9458	0.001599184	-0.7666	19.0127	N	20.6507
MTPN	0.08	59.43	NA	51.83	1.7146	0.4515694	-0.1096	44.2522	Y	2.0437
MTR	0.25	69.7	NA	20.86	33.6726	0.09299636	-0.9026	15.5621	N	27.9627
MTRF1	0.64	83.98	NA	81.48	80.2046	0.3244751	0.5145	72.2678	N	42.5172
MTRF1L	0.04	56.92	Y	68.24	85.1327	0.9905209	0.0703	52.8739	N	82.0471
MTRNR2L1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MTRNR2L10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MTRNR2L2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MTRNR2L3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MTRNR2L4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MTRNR2L5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MTRNR2L6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MTRNR2L7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MTRNR2L8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MTRNR2L9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MTRR	1.43	95	NA	59.71	80.5365	0.05498244	0.3876	67.1652	N	75.1578
MTSS1	-0.82	11.94	NA	36.48	18.5675	8.65E-07	0.0335	51.0850	N	26.6833
MTSS1L	-1.55	3.27	NA	42.11	30.4314	0.000484482	-0.1361	42.9326	N	21.0097
MTTP	1.43	94.99	NA	60.02	49.8728	0.01372101	0.2111	59.5699	N	45.5277
MTURN	0.01	54.63	Y	58.8	26.7035	0.757536	-0.0313	47.8690	Y	74.7930
MTUS1	2.1	97.87	NA	99.32	93.1195	1.42E-07	3.4025	99.3548	N	87.6223
MTUS2	0.53	80.59	NA	94.53	59.4856	2.54E-05	1.0297	86.8426	N	67.9673
MTX1	NA	NA	NA	NA	85.7799	0.4468064	0.4525	69.9316	N	97.3543
MTX2	0.06	58.26	Y	46.64	20.0111	0.09744567	0.0151	50.1662	N	10.7625
MTX3	0.51	80.01	NA	76.63	82.0520	0.06635184	0.3243	64.4966	N	63.7122
MUC1	NA	NA	NA	60.6	82.9093	0.01060407	0.2920	63.1085	N	93.5506
MUC12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MUC13	NA	NA	NA	NA	52.8540	0.2067262	0.2627	61.8182	N	57.6391
MUC15	0.71	85.53	NA	69.32	92.3949	0.6160029	0.3281	64.6628	N	91.5707
MUC16	29.75	100	NA	99.99	NA	NA	14.0387	99.9609	N	NA
MUC17	16.95	99.98	NA	99.96	NA	NA	9.4400	99.9316	N	NA
MUC2	NA	NA	NA	NA	38.7998	2.96E-07	NA	NA	NA	NA
MUC20	NA	NA	NA	NA	NA	NA	2.3325	98.0743	N	NA
MUC21	2.44	98.56	NA	99.46	67.9480	0.3725679	1.1998	89.9609	N	30.3711
MUC22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MUC4	6.32	99.86	NA	NA	NA	NA	NA	NA	NA	NA
MUC5AC	NA	NA	NA	NA	NA	NA	1.2089	90.0880	N	NA
MUC5B	16.52	99.98	NA	99.97	38.8551	1.38E-13	15.8302	99.9707	N	45.2788
MUC6	1.26	93.57	NA	99.98	76.0398	0.7744051	3.3340	99.3060	N	71.1862
MUC7	2.46	98.58	NA	94.22	95.2876	0.7591862	1.3040	91.4663	N	90.1349
MUCL1	-0.16	41.25	Y	84.08	87.9204	0.7261041	0.5041	71.8964	Y	26.5848
MUL1	0.02	55.61	NA	45.32	35.8241	0.8637131	-0.2632	37.3314	N	19.6781
MUM1	-0.66	16.02	NA	53.38	30.6195	0.04005902	0.6221	76.0997	N	79.3782
MUM1L1	0.24	69.37	NA	9.47	70.5586	0.004030442	-0.4471	25.8621	N	28.9295
MURC	-0.31	32.06	NA	64.51	74.1593	0.8234619	0.3635	66.1877	N	82.7303
MUS81	0.78	87.21	NA	52.75	52.8374	0.2492043	0.1050	54.5748	N	57.9286
MUSK	0.52	80.34	NA	77.12	67.3783	0.03574163	0.3066	63.7634	N	48.9261
MUSTN1	0.37	74.95	Y	78.2	99.7069	0.7857769	0.8776	83.5973	N	99.3458
MUT	0.2	67.36	NA	42.96	65.7190	0.7822094	-0.4441	29.7165	N	47.0908
MUTYH	0.11	62.1	NA	54.37	60.7688	0.5657096	-0.1502	42.2678	N	96.4511
MVB12A	0.35	74.37	NA	77.06	97.3728	0.6163905	0.7088	79.0518	N	99.7221
MVB12B	-0.47	23.04	NA	19.23	17.5774	0.08676232	-0.5690	25.1026	N	21.7681
MVD	-1.06	7.52	NA	75.81	69.0819	0.9757066	0.3392	65.1515	N	76.7962
MVK	-0.2	38.98	NA	34.91	51.5321	0.2262121	-0.3031	35.6012	N	41.7357
MVP	-0.81	12.05	NA	8.5	28.3739	0.05764023	-0.4216	30.6452	N	78.3767
MX1	-0.39	27.05	NA	20.32	78.5454	0.5762664	-0.0224	48.3578	N	79.9340
MX2	-0.35	29.56	NA	29.62	48.9215	0.2528765	-0.3616	33.1378	N	55.0049
MXD1	-0.32	31.46	Y	30.5	16.6482	0.2052445	-0.4150	30.9091	Y	23.3949
MXD3	NA	NA	NA	58.64	18.6283	0.6074761	0.1619	57.3509	N	83.1008
MXD4	-0.25	35.42	Y	71.68	12.5498	0.04954481	0.0182	50.3226	Y	7.5204
MXI1	-0.21	38.58	Y	47.52	69.5243	0.07265333	-0.2313	38.7292	N	33.4047
MXRA5	1.57	95.68	NA	99.85	90.7024	4.16E-06	4.8554	99.6865	N	78.5561
MXRA7	NA	NA	NA	NA	99.1538	0.9868698	NA	NA	NA	NA
MXRA8	NA	NA	NA	36.76	22.7323	0.6149319	-0.2061	39.8436	N	31.8705
MYADM	-0.29	32.94	NA	24.65	59.8507	0.3602725	-0.4256	30.4888	N	61.2053
MYADML2	0.75	86.41	NA	NA	NA	NA	NA	NA	NA	NA
