GENE	ALL_0.01%	%ALL_0.01%	ALL_0.1%	%ALL_0.1%	ALL_1%	%ALL_1%	PP2_ALL_0.1%	%PP2_ALL_0.1%	EA_0.1%	%EA_0.1%	EA_1%	%EA_1%	AA_0.1%	%AA_0.1%	AA_1%	%AA_1%	OEratio	%OEratio	RVIS_ExAC_0.1%	RVIS_ExAC_0.05%popn
CASC1	0.21	71.9	-0.4	26.98	-0.59	18.8	-0.42	21.05	-0.46	24.44	-0.47	22.65	0.47	78.11	0.19	70.22	NA	NA	33.91	42.03
CBX5	0.04	62.93	0.04	56.25	-0.08	44.21	0.25	71.16	0.08	60.11	0.06	65.58	0.01	52.23	0.01	58.77	-1.7	6.16	55.11	50.16
CCDC38	0.68	86.26	0.45	77.98	1.46	95.76	0.24	69.29	-0.02	52.61	0.87	89.39	0.6	82.29	0.57	83.13	NA	NA	49.41	88.07
CCDC41	0.39	78.76	-0.11	45.49	0.76	86.19	0.66	88.19	-0.67	16.3	0.17	69.79	0.42	75.83	0.31	74.98	NA	NA	13.9	24.36
CCDC53	-0.08	52.75	0.1	61.28	0.18	61.63	0.41	79.62	0.19	66.52	-0.11	51.62	-0.08	45.18	-0.05	53.64	-0.28	31.91	45.66	56.69
CCDC59	0.59	84.31	1.06	91.47	0.61	81.95	0.21	67.55	1.19	92.85	0.87	89.55	0.92	89.62	0.03	60.12	NA	NA	79.6	75.74
CCDC60	0.95	90.42	0.71	85.82	1.06	91.61	0.93	93.28	0.37	74.52	0.63	85.15	0.8	87.34	1.31	93.84	NA	NA	97.34	98.25
CCDC62	0.36	77.7	0.58	82.3	-0.34	29.43	0.63	87.33	0.53	80.47	0.21	71.44	-0.01	50.46	0.81	88.15	NA	NA	78.4	76.70
CCDC63	0.17	70.03	0.78	87.24	0.45	75.93	0.12	59.08	-0.44	25.8	-0.21	40.48	1.1	92.16	0.03	60.21	NA	NA	83.67	96.48
CCDC64	-0.36	29.16	-0.58	18.44	-0.05	46.33	-0.22	32.69	-0.62	18.12	-0.38	28.74	-0.6	18.44	-0.39	27.64	NA	NA	13.51	16.91
CCDC65	1.65	95.9	1.4	94.73	1.14	92.59	0.4	79.35	1.32	93.93	1.82	96.55	1.21	93.23	0.96	90.23	NA	NA	93.61	92.01
CCDC77	0.39	78.76	0.62	83.47	0.62	82.32	0.95	93.41	1.18	92.7	0.38	77.89	-0.1	43.54	0.36	77.08	NA	NA	87.23	48.50
CCDC91	1.64	95.85	1.04	91.26	0.96	90.12	0.29	74.07	0.79	87.3	1.14	92.67	1.03	91.29	2.25	97.82	NA	NA	86.55	56.47
CCDC92	0.09	65.89	0.07	58.96	-0.51	21.66	-0.07	43.21	-0.37	29.35	-0.17	44.12	-0.37	27.38	0.28	73.84	NA	NA	61.29	46.68
CCER1	0.4	79.41	0.08	60.31	-0.64	17.16	0.58	86.22	-0.25	37.42	0.15	69.59	0.05	54.3	0.32	75.45	NA	NA	30.43	55.87
CCND2	-0.1	49.88	-0.19	39.68	-0.19	37.08	0.09	56.76	-0.22	39.02	-0.13	49.82	-0.17	38.94	-0.12	48.49	-1.07	12.62	47.56	29.60
CCNT1	0.19	70.88	-0.02	52.09	-0.38	27.61	-0.24	30.91	0.14	63.66	-0.09	52.13	0.21	65.23	-0.28	34.54	NA	NA	34.9	62.36
CCT2	-0.39	27.26	-0.63	17.03	-0.56	19.65	-0.25	30.64	-0.62	18.12	-0.38	28.74	-0.3	31.21	-0.36	29.59	NA	NA	10.37	11.98
CD163	0.9	89.74	-0.11	45.61	0.02	51.03	-0.86	9.05	-0.66	16.46	-0.07	53.6	-0.17	38.12	1.16	92.62	NA	NA	24.71	23.74
CD163L1	-0.37	28.36	0.4	76.16	0.11	57.08	0.55	84.99	2.03	97.52	-0.47	22.3	-1.62	3.49	-0.96	8.12	NA	NA	93.47	67.93
CD27	0.09	66.37	-0.03	51.66	0.22	64.41	-0.17	36.22	0.2	67.14	0.72	86.98	0.33	71.95	0.12	66.65	NA	NA	54.38	33.94
CD4	0.26	73.95	0.58	82.17	-0.17	38.28	0.13	60.5	0.79	87.3	-0.45	24.65	0.12	60.02	0.67	85.44	NA	NA	94.81	90.89
CD63	-0.15	45.9	-0.25	35.42	-0.02	47.99	0.04	52.37	-0.19	41.39	-0.11	51.62	-0.07	46.14	-0.21	40.71	-0.33	30.17	28.53	48.23
CD69	-0.09	51.36	0.08	59.76	0.14	58.97	0.39	78.9	-0.12	46.17	-0.07	55.41	0.07	56.4	-0.12	48.49	0.9	85.38	52.78	55.81
CD9	-0.26	36.41	-0.43	25.15	-0.49	22.43	-0.1	41.12	-0.32	32.45	-0.19	43.65	-0.6	18.44	-0.39	27.64	-0.16	36.62	29.66	50.57
CDCA3	-0.2	40.89	0.39	76.05	0.69	84.3	0.26	71.45	0.02	56.56	-0.21	41.76	0.51	79.71	-0.15	45.89	NA	NA	42.68	54.13
CDK17	-0.48	22.15	-0.51	21.41	-0.81	13.08	-0.06	44.44	-0.28	35.31	-0.41	27.43	-0.49	22.27	-0.48	22.63	NA	NA	24.36	14.96
CDK2	-0.09	51.36	-0.16	41.25	-0.15	39.69	0.1	58.27	-0.19	41.39	-0.11	51.62	-0.08	45.18	-0.05	53.64	-1.21	10.71	55.67	39.45
CDK2AP1	0	59.32	-0.03	51.04	-0.2	36.54	0.2	67.15	-0.06	51	-0.02	59.11	-0.03	48.73	-0.02	56.24	-2.24	3.15	55.89	58.35
CDK4	-0.18	43.45	-0.3	32.62	-0.1	42.66	0	49.5	-0.22	39.02	-0.13	49.82	-0.36	27.99	-0.24	38.27	-0.59	22.13	26.07	26.52
CDKN1B	0.11	67.24	-0.01	53.51	-0.03	47.58	0.14	61.86	-0.15	44.43	0.21	71.91	0.28	69.61	0.47	80.57	NA	NA	43.5	79.13
CELA1	1.19	92.98	0.49	79.38	0.4	73.68	-0.04	45.77	1.37	94.33	1.8	96.48	0.51	79.36	0.76	87.19	NA	NA	76.97	84.85
CEP290	-0.79	10.42	0.37	75.31	0.94	89.87	0.82	91.5	0.19	65.84	-0.68	13.2	0.69	85.01	-0.41	26.01	NA	NA	NA	59.27
CERS5	0.18	70.58	0.35	74.18	1.04	91.42	0.51	83.79	0.37	74.91	0.29	75.26	0.62	83.04	0.15	68.34	NA	NA	43.86	50.92
CHD4	-0.53	19.21	-1.64	2.82	-2.83	0.86	-1.39	3.7	-1.58	3.13	-0.7	12.71	-1.49	4.17	-0.83	10.44	NA	NA	3.48	0.72
CHFR	-0.05	54.21	-0.4	26.93	0.1	56.61	-0.53	17.15	-0.42	26.02	0.08	65.84	-0.51	21.35	0.58	83.24	NA	NA	NA	16.81
CHPT1	0.09	66.37	-0.03	51.66	-0.22	35.82	0.12	60.24	0.23	68.74	0.21	71.91	-0.3	31.21	0.03	60.12	NA	NA	74.09	46.92
CHST11	-0.39	27.26	-0.38	27.69	-0.42	25.5	-0.25	30.64	0.23	68.74	-0.32	33.13	-0.69	15.59	-0.45	24.32	NA	NA	63.16	29.81
CIT	-1.55	2.39	-2.35	1.14	-3.37	0.61	-2.75	0.54	-3.02	0.47	-1.8	1.37	-2.16	1.79	-1.51	3.01	NA	NA	0.62	0.65
CKAP4	-0.48	21.63	-0.91	10.03	-0.38	27.66	-0.26	29.98	-0.19	40.45	-0.3	33.53	-0.59	18.55	-0.79	11.45	NA	NA	46.35	19.44
CLEC12A	0.09	66.37	0.19	67.03	1.24	93.73	0.4	79.1	0.71	85.51	0.27	74.39	0.24	67.53	-0.09	49.52	NA	NA	40.16	78.97
CLEC12B	0.95	90.33	0.75	86.57	0.16	60.17	1.02	94.33	0.3	72	0.78	88.15	0.83	87.95	1.12	92.22	NA	NA	82.8	81.30
CLEC1A	0.55	83.29	0.53	80.73	0.2	62.79	0.17	64.67	0.4	76.21	0.84	89.23	0.38	74.58	0.77	87.44	NA	NA	44.27	44.75
CLEC1B	1.32	93.93	0.68	85.04	0.91	89.28	0.4	79.1	0.17	65.36	0.7	86.62	0.68	84.72	1.18	92.85	NA	NA	83.22	70.38
CLEC2A	1.13	92.43	1.75	96.64	1.26	93.93	1.51	97.55	1.33	93.98	0.42	79.89	1.35	94.49	1.3	93.78	NA	NA	NA	NA
CLEC2B	-0.03	56.85	0.17	65.33	0.15	59.99	0.17	64.34	-0.02	53.64	0	61.1	0.36	73.57	-0.08	50.87	-0.66	20.18	48.15	66.66
CLEC2D	1.02	91.19	0.86	88.62	0.65	83.07	1.11	95.06	1.47	95	1.33	94.2	0.67	84.39	0.56	83.03	NA	NA	88.87	80.69
CLEC4A	0.09	66.37	0.71	85.53	0.51	78.34	0.99	93.98	0.2	67.14	0.72	86.98	0.92	89.62	0.8	87.96	NA	NA	82.24	75.88
CLEC4C	0.69	86.48	0.75	86.48	0.6	81.66	0.63	87.53	0.19	66.52	0.42	79.89	0.86	88.63	0.53	82.31	NA	NA	67.26	67.33
CLEC4D	0.02	61.18	0.35	74.37	0.16	60.76	0.33	76.03	-0.25	37.42	0.15	69.59	0.58	82	0.35	76.56	NA	NA	70.95	69.80
CLEC4E	-0.25	37.63	0.08	60.09	-0.01	48.59	-0.08	42.56	-0.39	28.47	-0.24	39.98	0.47	78	0.21	71.22	0.84	82.99	46.07	65.62
CLEC6A	0.66	85.97	0.95	89.96	0.52	78.62	1.17	95.65	0.06	58.83	-0.19	43.65	1.2	93.19	0.59	83.77	NA	NA	88.29	74.02
CLEC7A	0.86	89.28	0.35	74.37	0.79	86.78	0.62	87.18	0.37	74.91	0.29	75.26	0.06	54.68	0.56	82.76	NA	NA	86.26	75.23
CLEC9A	0.15	69.36	1.04	91.21	0.67	83.91	0.48	82.63	0.02	56.56	-0.21	41.76	0.87	88.84	0.38	77.69	NA	NA	60.36	55.32
CLECL1	0.61	84.74	0.62	83.14	0.5	78	0.24	70.23	1.09	91.74	0.8	88.6	0.37	74.12	0.53	82.31	NA	NA	79.85	85.15
CLIP1	-0.16	43.91	-1.1	6.95	-0.78	13.72	-1.04	6.59	1.24	93.3	0.76	87.43	-1.73	3.02	-1.62	2.47	NA	NA	70.24	15.38
CLLU1OS	0.01	60.6	-0.01	52.85	0.28	67.33	0.22	68.47	0.08	60.11	0.06	65.58	-0.13	42.03	-0.08	50.87	-0.39	27.91	52.18	66.16
CLSTN3	-1.44	2.87	-1.65	2.76	-1.04	8.87	-0.8	10.01	-1.5	3.49	-1.13	5.04	-1.71	3.11	-1.29	4.26	NA	NA	2.96	9.91
CMAS	-0.23	38.75	-0.38	27.42	-0.56	19.92	-0.06	44.03	-0.42	26.73	-0.26	38.17	-0.22	36.04	-0.15	45.89	-0.22	34.14	41.54	39.11
CMKLR1	-0.07	53.25	0.44	77.8	0.5	78.07	0.21	67.76	0.34	73.83	0.04	63.43	0.73	86.12	-0.09	49.52	NA	NA	77.68	65.49
CNOT2	-0.22	39.8	-0.12	44.89	0.07	54.1	-0.05	45.37	-0.29	34.57	-0.17	45.6	0.18	63.51	-0.21	40.71	0.04	45.11	25.17	21.11
CNPY2	-0.13	47.18	0.01	54.95	0.02	50.77	0.34	76.64	-0.16	43.78	-0.09	53.45	-0.02	49.61	-0.18	43.38	-0.12	38.19	41.13	49.81
CNTN1	-0.58	16.97	-1.06	7.48	-1.09	8.15	-0.95	7.76	-1.59	3.09	-1	6.6	-0.7	15.3	-0.7	13.8	NA	NA	5.37	9.71
COL2A1	-0.62	15.4	-1.8	2.21	-2.5	1.2	-0.42	21.08	-1.37	4.34	0.06	64.28	-2.44	1.27	-1.3	4.08	NA	NA	2.41	1.50
COPS7A	-0.19	42.14	-0.32	31.46	-0.14	40.22	-0.01	48.28	-0.32	32.45	-0.19	43.65	0.27	69.07	-0.15	45.89	0.44	64.88	30.54	45.52
COPZ1	-0.05	55.48	-0.1	46.2	-0.18	38.07	0.15	62.8	0.01	55.83	0.02	62.73	-0.22	36.04	-0.15	45.89	-3.65	0.54	61.01	67.25
COQ10A	-0.25	37.63	-0.41	26.23	-0.45	24.09	-0.08	42.56	-0.46	24.98	-0.28	36.38	-0.22	36.04	-0.15	45.89	-0.07	40.42	26.79	38.59
COQ5	0.05	63.48	-0.09	46.74	-0.05	46.33	-0.22	32.69	-0.18	42.09	0.19	71.2	0.34	72.44	-0.03	54.84	NA	NA	25.64	79.50
CORO1C	-0.41	26.34	-0.67	15.62	-0.75	14.34	-0.28	28.4	-0.56	20.63	-0.34	31.62	-0.44	24.06	-0.45	24.32	NA	NA	15.34	20.65
COX14	0	59.32	-0.03	51.04	0.24	65.12	0.2	67.15	-0.09	48.54	-0.05	57.34	0.16	62.02	0.1	65.33	0.25	54.97	57.73	61.13
COX6A1	-0.19	42.14	-0.32	31.46	-0.29	31.84	-0.01	48.28	-0.26	36.72	-0.15	47.68	-0.22	36.04	-0.15	45.89	0.96	86.96	36.84	36.48
CPM	0.52	82.59	0.48	79.25	0.84	88.02	0.14	61.86	0.27	70.41	0.23	72.83	0.09	57.81	0.35	76.56	NA	NA	69.77	43.07
CPNE8	-0.41	26.34	-0.4	26.53	-0.46	23.77	-0.27	29.64	-0.76	13.85	-0.47	23.43	-0.16	39.78	0.12	66.65	NA	NA	17.36	7.75
CPSF6	-0.22	39.8	-0.36	28.63	-0.37	27.8	-0.05	45.37	-0.46	24.98	-0.28	36.38	-0.27	33.32	-0.18	43.38	-1.24	10.41	19.48	20.58
CRADD	0.52	82.59	-0.01	53.51	-0.03	47.58	-0.15	37.38	0.37	74.91	0.29	75.26	-0.11	43.42	0	57.39	NA	NA	70.95	57.67
CREBL2	0.08	65.66	0.1	60.96	0.04	52.36	0.3	74.46	0.15	63.94	0.1	67.97	0.11	58.99	0.07	63.34	NA	NA	60.16	58.27
CRY1	-0.56	17.89	-0.89	10.3	-0.9	11.21	-0.45	20	-0.79	13.03	-0.49	22.26	-0.88	11.19	-0.57	18.55	NA	NA	8.23	8.40
CS	-0.16	44.62	-0.03	51.4	-0.21	36.15	0.31	74.81	0.06	58.83	-0.19	43.65	-0.27	33.32	-0.18	43.38	-1.7	6.13	82.06	58.74
CSAD	-0.68	13.66	-0.33	30.7	0.96	90.15	-0.01	48.77	0.04	57.38	-0.68	14.01	-0.56	19.5	-0.84	10.29	NA	NA	45.75	71.02
CSDA	-0.15	45.05	0.33	73.54	0.99	90.68	0.42	80.05	-0.17	42.53	-0.57	18.09	0.45	77.28	-0.28	34.54	NA	NA	59.24	89.67
CSRNP2	-0.21	40.08	-0.25	36.07	-0.05	46.41	-0.23	31.93	-0.3	33.48	-0.13	48.29	0.2	64.53	0.26	73.05	NA	NA	64.46	39.01
CSRP2	-0.08	52.75	-0.14	42.88	-0.11	42.1	0.12	59.81	-0.16	43.78	-0.09	53.45	0.5	79.25	0.01	58.77	0.97	87.33	36.04	35.53
CTDSP2	-0.13	47.18	-0.23	36.86	-0.27	32.66	0.05	53.89	-0.22	39.02	-0.13	49.82	-0.22	36.04	-0.15	45.89	-0.31	31	32.1	25.42
CUX2	-1.37	3.28	-2.08	1.6	-0.84	12.38	-1.01	6.98	-1.25	5.54	-1.21	4.24	-1.37	4.91	-2	1.39	NA	NA	3.74	2.43
CYP27B1	-0.41	26.34	-0.4	26.53	-0.17	38.72	-0.27	29.64	-0.25	37.42	-0.38	28.74	-0.55	20.05	-0.36	29.59	NA	NA	10.53	21.25
DAO	-0.55	18.49	-0.62	17.16	0.3	69.08	-0.14	37.72	-0.93	9.98	-0.57	18.09	-0.54	20.48	-0.51	21.08	NA	NA	18.05	70.20
DAZAP2	0.22	72.38	0.17	65.56	0.73	85.24	0.56	85.57	0.19	66.52	-0.11	51.62	0.08	57.16	0.12	66.65	0.96	87.02	60.05	72.92
DCD	0.41	79.52	0.46	78.16	0.24	65.12	0.78	90.89	0.29	71.41	-0.05	57.34	0.66	84.08	0.33	75.84	0.01	43.69	82.89	66.24
DCN	0.08	65.39	-0.05	50.01	0.03	52.05	-0.18	35	-0.42	26.73	-0.26	38.17	-0.25	34.57	0.29	74.24	NA	NA	63.16	25.21
DCP1B	2.35	98.11	0.71	85.76	0.77	86.39	-0.61	14.26	0.38	74.97	1.99	97.08	1.73	96.87	0.37	77.3	NA	NA	88.98	78.58
DCTN2	-0.32	32.09	-0.03	51.66	0.51	78.34	0.41	79.88	-0.59	19.35	-0.36	30.17	0.42	76.19	0.18	69.93	NA	NA	56.41	62.85
DDIT3	-0.15	45.9	0.24	68.98	-0.02	47.99	0.61	87.01	0.12	62.86	-0.15	47.68	-0.02	49.61	0.21	71.22	-0.46	25.9	76	43.83
DDN	0.38	78.46	0	53.73	0.29	68.57	0.26	71.72	-0.11	46.94	0.23	72.83	-0.04	47.78	0.11	65.89	NA	NA	11.96	18.59
DDX11	1.35	94.12	1.03	91.11	1.59	96.56	0.72	89.61	1.29	93.64	1.08	91.91	0.78	86.91	1.21	93.08	NA	NA	97.91	93.43
DDX23	-0.62	15.69	-0.98	8.75	-1.21	6.88	-0.52	17.53	-1.09	7.4	-0.68	14.01	-0.88	11.19	-0.57	18.55	NA	NA	6.79	2.59
DDX47	-0.74	11.95	-0.91	9.96	-0.22	35.46	-0.65	13.23	-1.06	7.87	-0.66	14.79	0.31	70.88	-0.37	28.37	NA	NA	21.77	49.60
DDX51	0.75	87.53	0.16	64.96	0.35	71.28	-0.45	19.66	1.13	92.13	0.93	90.11	0.22	66.08	-0.06	52.14	NA	NA	91.07	71.22
DDX54	-0.42	25.41	0.37	74.73	1.27	94.03	-0.28	28.44	-0.6	18.54	-0.51	20.25	0.84	88.01	-0.07	51.32	NA	NA	24.8	86.99
DDX55	0.23	72.5	-0.11	45.57	0.32	69.99	-0.1	40.33	0.2	66.66	0.53	82.71	-0.21	36.83	-0.32	32.05	NA	NA	30.88	24.19
DENND5B	-0.24	37.75	-0.44	24.6	-1.15	7.54	-1.03	6.63	0.05	58.25	0.68	85.91	-0.87	11.26	-0.59	17.49	NA	NA	41.62	7.61
DENR	0.02	61.78	0.24	68.72	0.02	51.26	0.22	68.47	0.39	75.71	0.02	62.73	0.06	55.51	0.04	61.25	0.2	52.58	NA	69.39
DEPDC4	-0.01	58.66	-0.18	40.16	0.08	55.42	-0.28	28.4	-0.28	35.31	0.12	68.73	-0.25	34.57	0.29	74.24	NA	NA	43.16	42.98
DERA	-0.42	25.38	-0.43	25.37	-0.79	13.42	0.01	49.88	-0.66	16.92	-0.41	27.43	-0.44	24.06	-0.06	52.06	NA	NA	NA	42.70
DGKA	-0.68	13.66	0.15	64.74	-0.93	10.56	-0.29	27.7	-0.06	50.06	-0.74	11.96	-0.38	27.1	-0.34	30.52	NA	NA	37.19	9.63
DHX37	0.73	87.01	-1.05	7.64	-0.59	18.95	-1.35	3.99	-0.94	9.6	0.15	68.85	-0.82	12.35	0.56	82.79	NA	NA	61.67	95.13
DIABLO	-0.28	35.17	-0.21	38.58	0.05	53.05	0.17	64.67	-0.52	21.96	-0.32	33.13	0.22	66.59	-0.18	43.38	1.03	89	49.86	66.17
DIP2B	-0.97	6.99	-1.81	2.19	-1.9	2.56	-1.6	2.75	-0.95	9.42	-0.49	21.26	-1.66	3.29	-1.64	2.39	NA	NA	1.86	0.96
DNAH10	3.84	99.53	1.33	94.1	0.39	73.16	-2.44	0.86	3.82	99.53	-2.59	0.46	0.57	81.42	2.74	98.75	NA	NA	95.86	94.60
DNAJC14	-0.52	19.77	-0.34	30.56	-0.05	45.91	-0.4	22.2	-0.69	15.81	-0.43	25.96	-0.43	24.51	-0.6	17.35	NA	NA	10.32	25.79
DNAJC22	0.02	61.18	-0.38	27.69	-0.13	41.27	0.04	52.78	0.27	70.41	0.23	72.83	0.24	67.53	-0.48	22.63	NA	NA	63.55	57.57
DNM1L	-0.61	16.18	-0.98	8.75	-0.44	24.55	-0.52	17.53	-0.65	17.28	-0.64	15.52	-0.68	15.98	-0.6	17.35	NA	NA	15.84	11.48
DPPA3	0.34	76.98	0.59	82.45	0.62	82.18	0.7	89.11	0.36	74.41	0.53	83.06	0.91	89.45	0.56	83.03	NA	NA	65.66	58.13
DPY19L2	0.96	90.49	1.35	94.4	0.77	86.35	-0.02	47.36	1.18	92.7	1.44	94.81	1.3	94.07	1.02	91.04	NA	NA	82.95	57.81
DRAM1	-0.13	47.18	-0.23	36.86	-0.56	19.57	0.05	53.89	-0.12	46.17	-0.07	55.41	-0.27	33.32	-0.18	43.38	-2.64	2.01	40.71	25.98
DTX1	-0.72	12.33	-0.89	10.37	-1.64	3.64	-0.63	13.6	-1.16	6.51	-0.72	12.54	-1.05	8.4	-0.84	10.29	NA	NA	8.89	5.78
DTX3	-0.31	33.12	-0.49	22.09	-0.47	23.35	-0.15	37.38	-0.56	20.63	-0.34	31.62	-0.07	46.14	-0.21	40.71	NA	NA	28.53	35.65
DUSP16	-0.97	7.15	-0.78	13.05	-1.01	9.35	-0.34	25.08	-0.81	12.54	-0.74	11.96	-1.07	8.03	-0.94	8.28	NA	NA	21.41	12.02
DUSP6	0.59	84.31	0.1	61.49	0.03	51.43	-0.06	44.03	0.71	85.51	0.8	88.6	0.18	63.51	0.18	69.93	0.16	51.22	50.53	26.07
DYNLL1	0.1	66.58	0.12	62.38	0.08	55.11	0.32	75.44	0.15	63.94	0.1	67.97	0.16	62.02	0.1	65.33	NA	NA	63.21	56.44
DYRK2	-0.68	13.66	-0.58	18.72	-1.37	5.45	-0.58	15.25	-0.27	35.59	-0.11	50.34	-0.73	14.64	-0.63	16.36	NA	NA	15.92	8.57
DYRK4	0.87	89.38	7.61E-05	53.98	-0.05	45.97	-0.12	38.99	0.46	78.11	-0.13	48.29	-0.11	43.01	0.52	81.66	NA	NA	76.59	59.74
E2F7	0.04	62.99	0.09	60.71	-0.2	36.4	-0.32	26.16	0.23	68.29	0.55	83.24	0.85	88.37	-0.35	29.7	NA	NA	54.77	50.61
EEA1	-0.22	39.81	-0.55	20	0.23	64.99	-1.2	5.16	1.03	90.99	-0.19	41.93	-0.99	9.25	-0.98	7.67	NA	NA	69.63	9.59
EFCAB4B	3.12	99.18	1.85	97.12	2.36	98.7	-0.1	40.33	1.8	96.71	2.94	98.95	1.59	96.08	3.11	99.09	NA	NA	NA	73.32
EID3	-0.29	34.06	0.26	70.26	0.3	68.98	0.45	81.29	-0.04	51.87	-0.26	38.17	0.97	90.36	0.06	62.42	NA	NA	38.83	49.84
EIF2B1	-0.22	39.8	-0.38	27.42	-0.08	44.38	-0.06	44.03	-0.32	32.45	-0.19	43.65	-0.12	42.85	-0.24	38.27	-0.88	15.54	34.87	41.33
EIF4B	-0.08	51.94	-0.54	20.54	-0.55	20.08	-0.08	42.99	-0.48	24	0	59.84	-0.44	24.06	-0.06	52.06	NA	NA	15.45	19.14
ELK3	-0.35	29.49	-0.22	37.54	-0.3	31.15	-0.11	40.17	0.01	55.15	-0.17	44.12	-0.13	41.19	-0.34	30.52	NA	NA	59.98	60.16
EMP1	0.37	78.1	0.39	75.87	0.55	79.77	0.44	81.08	0.74	85.94	0.53	83.06	0.51	79.71	0.24	72.41	1.19	92.44	79.53	81.53
ENDOU	-0.17	43.88	-0.18	40.36	1.09	92.11	0.11	58.91	-0.48	24	-0.53	20.14	0.7	85.18	0.11	65.89	NA	NA	48.82	86.60
ENO2	-0.25	37.63	-0.41	26.23	-0.01	48.59	-0.08	42.56	-0.36	30.26	-0.21	41.76	-0.45	23.52	-0.3	33.66	0.27	56.19	14.93	16.65
EP400	-2.93	0.36	-3.86	0.22	-4.46	0.19	-1.29	4.43	-2.75	0.65	-2.44	0.56	-5.9	0.07	-4.24	0.14	NA	NA	1.01	2.13
EPS8	-1.28	3.9	-0.3	32.25	-0.45	24.26	0.43	80.39	1.21	93	-0.32	31.78	-0.44	24.14	-0.85	9.9	NA	NA	35.73	40.19
EPYC	-0.02	57.41	0.51	80.1	0.77	86.32	0.55	85.12	0.55	81.07	0.17	70.35	0.2	64.53	-0.12	47.02	NA	NA	77.48	51.63
ERBB3	-1.27	3.98	-0.66	16.12	-0.56	19.8	-0.6	14.43	-1.12	6.96	-1.13	5.04	-0.51	21.17	-1.22	4.92	NA	NA	2.28	7.29
ERC1	-0.51	19.84	-0.88	10.54	0.56	80.09	-1.08	6.15	-0.66	16.46	-0.07	53.6	-0.47	22.96	-0.8	11.22	NA	NA	9.76	10.28
ERGIC2	-0.2	40.89	-0.34	30.07	-0.18	37.67	-0.03	46.77	-0.42	26.73	-0.26	38.17	-0.08	45.18	-0.05	53.64	0.68	76.44	19.7	24.87
ERP27	0.49	81.82	-0.05	50.01	0.18	61.75	-0.18	35	-0.42	26.73	-0.26	38.17	0.24	67.53	0.29	74.24	NA	NA	58.06	76.51
ERP29	0.43	80.24	-0.14	43.57	-0.27	32.83	-0.25	30.64	-0.01	54.49	0.29	75.26	-0.19	37.79	-0.22	39.22	NA	NA	52.9	69.86
ESPL1	1.65	95.88	1.8	96.89	0.86	88.51	-0.08	42.57	0.42	76.65	1.06	91.64	1.85	97.33	2.54	98.48	NA	NA	95.45	63.99
ESYT1	-1.1	5.51	-1.86	2.02	-0.07	44.6	-0.98	7.37	-0.56	20.08	-0.53	19.25	-2.34	1.42	-2.15	1.15	NA	NA	1.62	4.08
ETNK1	0.16	69.92	0.04	56.92	0.42	74.69	-0.08	42.56	0.2	67.14	0.19	71.2	0.42	76.19	-0.21	40.71	0.12	48.87	60.87	75.02
ETV6	-0.55	18.49	-0.62	17.16	-0.72	15.23	-0.43	20.77	-0.61	18.5	-0.62	16.23	-0.06	46.82	-0.36	29.59	NA	NA	17	15.04
FAIM2	-0.33	31.07	-0.29	32.94	-0.11	42.29	-0.18	35	-0.21	39.76	-0.36	30.17	-0.5	21.74	-0.33	31.71	NA	NA	52.02	49.58
FAM101A	0.24	72.99	0.68	84.93	0.62	82.48	0.58	86.05	0.4	76.21	0.31	76.03	0.47	78	0.59	83.77	NA	NA	76.75	71.51
FAM186A	3.72	99.49	4.33	99.73	5.21	99.82	3.29	99.59	2.55	98.63	1.59	95.62	3.84	99.72	3.91	99.52	NA	NA	NA	NA
FAM186B	1.29	93.72	1.41	94.8	1.58	96.45	1.21	95.94	0.53	80.38	0.02	61.17	-0.25	34.2	1.56	95.37	NA	NA	95.94	90.37
FAM19A2	0	59.32	0.21	67.72	0.24	65.12	0.49	82.98	0.39	75.71	0.02	62.73	0.21	65.81	-0.02	56.24	1.89	98.95	68.85	68.44
FAM216A	-0.19	42.14	0.17	65.56	0	49.71	0.56	85.57	0.33	73.49	-0.26	38.17	0.07	56.4	-0.12	48.49	1.42	95.99	62.71	71.06
FAM60A	0	59.32	0.21	67.72	0.24	65.12	0.2	67.15	0.29	71.41	-0.05	57.34	0.35	72.99	0.45	79.82	0.25	54.97	75.18	53.26
FAM71C	0.51	82.21	1.19	92.89	0.37	72.25	0.41	79.88	0.27	70.41	0.76	87.73	1.47	95.33	1.45	94.77	NA	NA	85.13	86.31
FAM90A1	2.79	98.85	1.98	97.62	2.31	98.62	0	48.84	1.85	96.87	1.14	92.57	2.01	97.93	2.23	97.78	NA	NA	99.13	98.88
FAR2	-0.69	13.26	-0.84	11.18	-0.97	9.85	-0.6	14.7	-0.45	25.49	-0.51	21.17	-0.9	10.83	-0.52	20.29	NA	NA	60.58	39.06
FBXL14	-0.51	20.54	-0.58	18.59	-1.32	5.8	-0.11	40	-0.31	33.16	-0.43	25.96	-0.82	12.34	-0.69	14.27	NA	NA	28.05	11.10
FBXO21	-0.49	21.37	-0.78	12.77	-0.85	12.3	-0.37	23.93	-0.69	15.81	-0.43	25.96	-0.92	10.37	-0.6	17.35	NA	NA	18.4	8.49
FBXW8	-0.3	33.24	-0.28	33.49	-0.15	39.97	-0.52	17.25	0.4	75.85	-0.41	26.29	-1.21	6.25	-0.26	36.05	NA	NA	65.51	90.45
