CCDS_r9	CCDS_r11	CCDS_r12	CCDS_r14	CCDS_r15	RVIS_ExAC_0.05%(AnyPopn)	%RVIS_ExAC_0.05%(AnyPopn)	EdgeCase_EVS	OEratio%tile_EVS
RPS15	RPS15	RPS15	RPS15	RPS15	0.099585278	57.16270186	Y	0.301132257
PCSK4	PCSK4	PCSK4	PCSK4	PCSK4	0.865668715	90.4555189	N	90.35172248
REEP6	REEP6	REEP6	REEP6	REEP6	0.878309149	90.71019274	Y	98.88581065
ADAMTSL5	ADAMTSL5	ADAMTSL5	ADAMTSL5	ADAMTSL5	0.258406299	67.95161197	N	78.37870393
MBD3	MBD3	MBD3	MBD3	MBD3	-1.009930576	7.727035944	N	19.13394363
UQCR11	UQCR11	UQCR11	UQCR11	UQCR11	0.183076334	63.39063495	Y	25.73476271
TCF3	TCF3	TCF3	TCF3	TCF3	0.438784354	77.82022342	N	69.74223079
CSNK1G2	CSNK1G2	CSNK1G2	CSNK1G2	CSNK1G2	-0.351402069	26.69444927	N	18.13418453
BTBD2	BTBD2	BTBD2	BTBD2	BTBD2	-1.134621455	6.198992881	N	10.00963623
MKNK2	MKNK2	MKNK2	MKNK2	MKNK2	0.00602363	49.96237773	N	41.38761744
MOB3A	MOB3A	MOB3A	MOB3A	MOB3A	-0.033404934	47.05678069	N	15.85160202
PLEKHJ1	PLEKHJ1	PLEKHJ1	PLEKHJ1	PLEKHJ1	0.533962119	81.81976038	Unassessed	Unassessed
JSRP1	JSRP1	JSRP1	JSRP1	JSRP1	0.284591847	69.63014412	N	98.98819562
TMPRSS9	TMPRSS9	TMPRSS9	TMPRSS9	TMPRSS9	1.806316354	98.19991897	N	73.23536497
TIMM13	TIMM13	TIMM13	TIMM13	TIMM13	0.010504826	50.32702437	Y	2.46928451
LMNB2	LMNB2	LMNB2	LMNB2	LMNB2	-0.154106795	38.46153846	N	50.46976632
GNG7	GNG7	GNG7	GNG7	GNG7	0.052653149	53.55096371	Y	40.71910383
DIRAS1	DIRAS1	DIRAS1	DIRAS1	DIRAS1	-0.078575026	43.76338485	Y	9.973500361
SLC39A3	SLC39A3	SLC39A3	SLC39A3	SLC39A3	-0.58863046	17.126816	N	41.27920983
SGTA	SGTA	SGTA	SGTA	SGTA	-0.45181342	22.19714071	N	5.408335341
THOP1	THOP1	THOP1	THOP1	THOP1	-0.734721565	13.02888233	N	33.15466153
ZNF555	ZNF555	ZNF555	ZNF555	ZNF555	-0.878390268	9.978584245	N	67.68850879
ZNF556	ZNF556	ZNF556	ZNF556	ZNF556	0.886107801	90.86068183	N	48.83762949
ZNF57	ZNF57	ZNF57	ZNF57	ZNF57	0.547502461	82.35226023	N	71.62129607
ZNF77	ZNF77	ZNF77	ZNF77	ZNF77	0.799895792	89.15899751	N	77.84871115
TLE6	TLE6	TLE6	TLE6	TLE6	0.061566363	54.27446895	N	48.45820284
AES	AES	AES	AES	AES	0.139970692	60.17827169	Y	0.487834257
GNA11	GNA11	GNA11	GNA11	GNA11	-0.399291813	24.48341726	N	1.921223801
GNA15	GNA15	GNA15	GNA15	GNA15	0.00315321	49.71927997	N	15.12888461
S1PR4	S1PR4	S1PR4	S1PR4	S1PR4	0.58486661	83.67772183	N	10.8588292
CELF5	CELF5	CELF5	CELF5	CELF5	-0.891789373	9.747062569	N	3.764153216
NFIC	NFIC	NFIC	NFIC	NFIC	0.107389526	57.79938647	N	10.59383281
FZR1	FZR1	FZR1	FZR1	FZR1	-0.875824863	10.04225271	N	6.926041918
APBA3	APBA3	APBA3	APBA3	APBA3	0.68991226	86.66435145	N	87.17778848
MRPL54	MRPL54	MRPL54	MRPL54	MRPL54	0.323871546	71.97430109	Y	49.72898097
MATK	MATK	MATK	MATK	MATK	-1.215250083	5.434971349	N	11.5393881
NMRK2	NMRK2	NMRK2	NMRK2	NMRK2	0.472169912	79.41193494	N	90.12286196
DAPK3	DAPK3	DAPK3	DAPK3	DAPK3	-0.183464709	36.53990855	N	27.37292219
EEF2	EEF2	EEF2	EEF2	EEF2	-2.418013402	1.041847543	N	1.22861961
PIAS4	PIAS4	PIAS4	PIAS4	PIAS4	-0.853159973	10.50529606	N	7.148879788
ZBTB7A	ZBTB7A	ZBTB7A	ZBTB7A	ZBTB7A	-0.709793585	13.64241477	Unassessed	Unassessed
MAP2K2	MAP2K2	MAP2K2	MAP2K2	MAP2K2	-0.209801572	34.94819702	N	6.125030113
CREB3L3	CREB3L3	CREB3L3	CREB3L3	CREB3L3	0.568097884	83.00052092	N	46.40448085
SIRT6	SIRT6	SIRT6	SIRT6	SIRT6	-0.030686146	47.24199803	N	23.55456517
EBI3	EBI3	EBI3	EBI3	EBI3	0.018159209	50.92319268	N	42.56203325
CCDC94	CCDC94	CCDC94	CCDC94	CCDC94	-0.392745948	24.81333565	N	14.04480848
SHD	SHD	SHD	SHD	SHD	0.121438731	58.82965793	N	26.43338954
TMIGD2	TMIGD2	TMIGD2	TMIGD2	TMIGD2	1.309041113	95.855762	N	56.06480366
FSD1	FSD1	FSD1	FSD1	FSD1	-0.38972179	24.96961278	N	23.85569742
STAP2	STAP2	STAP2	STAP2	STAP2	0.256492914	67.83006309	N	74.19296555
UBXN6	UBXN6	UBXN6	UBXN6	UBXN6	1.439631624	96.64872374	N	49.8795471
LRG1	LRG1	LRG1	LRG1	LRG1	0.66835895	86.17236789	N	47.65116839
SEMA6B	SEMA6B	SEMA6B	SEMA6B	SEMA6B	-0.74891881	12.67581177	Unassessed	Unassessed
C19orf10	C19orf10	C19orf10	C19orf10	C19orf10	0.094952155	56.76911501	Y	97.22356059
FEM1A	FEM1A	FEM1A	FEM1A	FEM1A	-0.465709488	21.64727673	N	27.2283787
TICAM1	TICAM1	TICAM1	TICAM1	TICAM1	0.962256069	92.22665972	N	88.61117803
PLIN3	PLIN3	PLIN3	PLIN3	PLIN3	0.000585754	49.48197025	N	72.03685859
KDM4B	KDM4B	KDM4B	KDM4B	KDM4B	-1.20650496	5.49863981	N	10.29270055
PTPRS	PTPRS	PTPRS	PTPRS	PTPRS	-3.847660631	0.266249928	N	11.99710913
SAFB	SAFB	SAFB	SAFB	SAFB	-1.422496882	3.802743532	N	19.6639364
C19orf70	C19orf70	C19orf70	C19orf70	C19orf70	-0.051433536	45.65607455	Y	4.173693086
RPL36	RPL36	RPL36	RPL36	RPL36	0.121138064	58.78914163	Y	23.47627078
LONP1	LONP1	LONP1	LONP1	LONP1	-0.080539029	43.52607513	N	35.05781739
CATSPERD	CATSPERD	CATSPERD	CATSPERD	CATSPERD	1.325476072	95.95415871	N	63.51481571
FUT6	FUT6	FUT6	FUT6	FUT6	0.914207853	91.36424148	N	58.10648037
FUT3	FUT3	FUT3	FUT3	FUT3	1.6272439	97.60375065	N	73.04264033
FUT5	FUT5	FUT5	FUT5	FUT5	1.361717971	96.19725647	N	73.72922187
CAPS	CAPS	CAPS	CAPS	CAPS	0.731106858	87.60780228	N	90.0746808
RFX2	RFX2	RFX2	RFX2	RFX2	-0.28085205	30.59558951	N	21.13948446
ACSBG2	ACSBG2	ACSBG2	ACSBG2	ACSBG2	1.203331922	95.05122417	N	67.39942183
MLLT1	MLLT1	MLLT1	MLLT1	MLLT1	-0.780997286	11.9754587	N	5.468561792
ACER1	ACER1	ACER1	ACER1	ACER1	0.084729555	56.09191411	N	39.29173693
CLPP	CLPP	CLPP	CLPP	CLPP	-0.313083888	28.69711177	Y	11.659841
ALKBH7	ALKBH7	ALKBH7	ALKBH7	ALKBH7	0.309821667	71.05979047	Unassessed	Unassessed
GTF2F1	GTF2F1	GTF2F1	GTF2F1	GTF2F1	-0.582889864	17.31203334	N	43.8629246
CRB3	CRB3	CRB3	CRB3	CRB3	-0.072028905	44.27852058	Y	18.39918092
TUBB4A	TUBB4A	TUBB4A	TUBB4A	TUBB4A	-0.662859235	14.96208833	N	0.837147675
TNFSF9	TNFSF9	TNFSF9	TNFSF9	TNFSF9	0.385809542	75.19824044	N	57.08263069
CD70	CD70	CD70	CD70	CD70	-0.237096056	33.23493662	Y	90.27945073
TNFSF14	TNFSF14	TNFSF14	TNFSF14	TNFSF14	0.296728366	70.30734503	N	24.30739581
TRIP10	TRIP10	TRIP10	TRIP10	TRIP10	-0.484391928	20.79064652	N	82.39580824
SH2D3A	SH2D3A	SH2D3A	SH2D3A	SH2D3A	1.57934546	97.38380506	N	87.13562997
VAV1	VAV1	VAV1	VAV1	VAV1	-0.906641191	9.463448515	N	8.708744881
EMR1	EMR1	EMR1	EMR1	EMR1	2.016081575	98.59350582	N	85.726331
INSR	INSR	INSR	INSR	INSR	-0.89488598	9.68918215	N	12.42471694
ARHGEF18	ARHGEF18	ARHGEF18	ARHGEF18	ARHGEF18	-0.153956776	38.47890259	N	43.76053963
C19orf45	C19orf45	C19orf45	C19orf45	C19orf45	0.751852095	88.12872605	N	99.10262587
MCOLN1	MCOLN1	MCOLN1	MCOLN1	MCOLN1	-0.097909737	42.2237657	N	26.15634787
STXBP2	STXBP2	STXBP2	STXBP2	STXBP2	-0.293944711	29.77368756	N	15.35774512
RETN	RETN	RETN	RETN	RETN	-0.013918082	48.39381837	Y	99.51216574
C19orf59	C19orf59	C19orf59	C19orf59	C19orf59	0.625914338	84.91636279	N	98.506384
FCER2	FCER2	FCER2	FCER2	FCER2	1.598034205	97.48798981	N	75.57215129
CLEC4G	CLEC4G	CLEC4G	CLEC4G	CLEC4G	-0.044735327	46.24066678	N	51.89111058
CD209	CD209	CD209	CD209	CD209	0.447896377	78.26590265	N	55.04697663
CLEC4M	CLEC4M	CLEC4M	CLEC4M	CLEC4M	0.72838545	87.5557099	N	85.45531197
EVI5L	EVI5L	EVI5L	EVI5L	EVI5L	-0.708836138	13.66556694	N	2.553601542
LRRC8E	LRRC8E	LRRC8E	LRRC8E	LRRC8E	0.346030702	73.18978989	N	78.0414358
SNAPC2	SNAPC2	SNAPC2	SNAPC2	SNAPC2	0.229350964	66.18625919	N	91.54420622
CTXN1	CTXN1	CTXN1	CTXN1	CTXN1	0.007634404	50.08971465	Unassessed	Unassessed
TIMM44	TIMM44	TIMM44	TIMM44	TIMM44	-0.088644586	42.93569485	N	42.84509757
ELAVL1	ELAVL1	ELAVL1	ELAVL1	ELAVL1	-0.622627328	16.08496846	Y	1.63815948
CCL25	CCL25	CCL25	CCL25	CCL25	0.540509506	82.06864618	N	19.89881956
FBN3	FBN3	FBN3	FBN3	FBN3	5.419240442	99.86108699	N	71.3984582
CERS4	CERS4	CERS4	CERS4	CERS4	-0.192729499	36.01898478	N	34.67839075
CD320	CD320	CD320	CD320	CD320	0.621278951	84.78323783	N	14.17128403
ANGPTL4	ANGPTL4	ANGPTL4	ANGPTL4	ANGPTL4	0.248033216	67.35544365	N	84.43748494
RAB11B	RAB11B	RAB11B	RAB11B	RAB11B	-0.321544247	28.21670429	Y	1.258732835
MARCH2	MARCH2	MARCH2	MARCH2	MARCH2	-0.202298558	35.34178387	N	71.52493375
HNRNPM	HNRNPM	HNRNPM	HNRNPM	HNRNPM	-1.379383555	4.063205418	N	6.534569983
ADAMTS10	ADAMTS10	ADAMTS10	ADAMTS10	ADAMTS10	-0.35845456	26.37031892	N	19.68802698
ACTL9	ACTL9	ACTL9	ACTL9	ACTL9	0.685278874	86.54280257	N	93.20043363
ZNF558	ZNF558	ZNF558	ZNF558	ZNF558	-0.585912632	17.20206054	N	45.41676704
MBD3L1	MBD3L1	MBD3L1	MBD3L1	MBD3L1	0.308865253	70.99612201	N	89.77957119
ZNF317	ZNF317	ZNF317	ZNF317	ZNF317	-0.381261924	25.37477571	N	32.79330282
ZNF559	ZNF559	ZNF559	ZNF559	ZNF559	1.493119335	96.94970192	N	95.77812575
ZNF177	ZNF177	ZNF177	ZNF177	ZNF177	0.31747395	71.6154425	N	87.37051313
ZNF266	ZNF266	ZNF266	ZNF266	ZNF266	-0.085774145	43.14406436	N	91.69477234
ZNF560	ZNF560	ZNF560	ZNF560	ZNF560	-0.35764605	26.43398738	N	90.32160925
ZNF426	ZNF426	ZNF426	ZNF426	ZNF426	-0.797765568	11.63975227	N	68.7966755
ZNF561	ZNF561	ZNF561	ZNF561	ZNF561	-0.112110344	41.35555941	N	77.19826548
ZNF562	ZNF562	ZNF562	ZNF562	ZNF562	0.36808233	74.28951786	N	37.83425681
FBXL12	FBXL12	FBXL12	FBXL12	FBXL12	0.352119595	73.52549632	N	69.53143821
UBL5	UBL5	UBL5	UBL5	UBL5	0.113634918	58.26821786	N	Unassessed
PIN1	PIN1	PIN1	PIN1	PIN1	-0.043930449	46.31591133	Y	8.582269333
OLFM2	OLFM2	OLFM2	OLFM2	OLFM2	-0.819471332	11.19407305	N	28.99301373
COL5A3	COL5A3	COL5A3	COL5A3	COL5A3	-0.231130271	33.66325172	N	61.12382558
RDH8	RDH8	RDH8	RDH8	RDH8	-0.014571683	48.31278578	N	Unassessed
ANGPTL6	ANGPTL6	ANGPTL6	ANGPTL6	ANGPTL6	0.330566867	72.36788794	Unassessed	Unassessed
PPAN	PPAN	PPAN	PPAN	PPAN	0.236048768	66.56826995	N	52.30667309
P2RY11	P2RY11	P2RY11	P2RY11	P2RY11	1.354369391	96.13358801	N	56.42013973
EIF3G	EIF3G	EIF3G	EIF3G	EIF3G	-0.45181342	22.19714071	N	1.87304264
DNMT1	DNMT1	DNMT1	DNMT1	DNMT1	-2.620501615	0.868206286	N	11.80438449
S1PR2	S1PR2	S1PR2	S1PR2	S1PR2	0.045452123	53.0242519	N	44.7301855
MRPL4	MRPL4	MRPL4	MRPL4	MRPL4	1.077374442	93.70261041	N	85.53962901
ICAM1	ICAM1	ICAM1	ICAM1	ICAM1	0.494023468	80.24541298	N	67.23078776
ICAM4	ICAM4	ICAM4	ICAM4	ICAM4	0.366169324	74.15639289	N	73.67501807
ICAM5	ICAM5	ICAM5	ICAM5	ICAM5	-0.590393082	17.04578341	N	33.10045772
ICAM3	ICAM3	ICAM3	ICAM3	ICAM3	0.38052018	74.94356659	N	87.15972055
TYK2	TYK2	TYK2	TYK2	TYK2	-0.058985812	45.16987903	N	62.65357745
CDC37	CDC37	CDC37	CDC37	CDC37	-0.002436163	49.25623662	N	15.14695254
PDE4A	PDE4A	PDE4A	PDE4A	PDE4A	-0.607164335	16.54222377	N	23.22934233
KEAP1	KEAP1	KEAP1	KEAP1	KEAP1	-0.930108727	9.040921456	N	30.19754276
S1PR5	S1PR5	S1PR5	S1PR5	S1PR5	0.707640477	87.06951438	N	90.73114912
ATG4D	ATG4D	ATG4D	ATG4D	ATG4D	0.061414866	54.25131678	N	63.67140448
CDKN2D	CDKN2D	CDKN2D	CDKN2D	CDKN2D	0.085535714	56.11506627	Y	92.23078776
SLC44A2	SLC44A2	SLC44A2	SLC44A2	SLC44A2	-0.678519363	14.54534931	N	36.93086003
ILF3	ILF3	ILF3	ILF3	ILF3	-2.203052606	1.267581177	N	8.106480366
QTRT1	QTRT1	QTRT1	QTRT1	QTRT1	-0.780040126	12.00439891	N	26.32498193
TMED1	TMED1	TMED1	TMED1	TMED1	0.26384649	68.31047057	Y	39.41218983
CARM1	CARM1	CARM1	CARM1	CARM1	-0.918930637	9.231926839	N	3.444953023
YIPF2	YIPF2	YIPF2	YIPF2	YIPF2	1.682499319	97.84684841	N	58.35340882
SMARCA4	SMARCA4	SMARCA4	SMARCA4	SMARCA4	-3.299307148	0.451467269	N	1.620091544
LDLR	LDLR	LDLR	LDLR	LDLR	-0.563768197	17.8040169	N	56.83570224
KANK2	KANK2	KANK2	KANK2	KANK2	0.40158319	75.89280546	N	56.90195134
TSPAN16	TSPAN16	TSPAN16	TSPAN16	TSPAN16	0.509685942	80.85894542	N	81.9501325
RAB3D	RAB3D	RAB3D	RAB3D	RAB3D	0.387722289	75.27927302	N	45.51915201
LPPR2	LPPR2	LPPR2	LPPR2	LPPR2	-0.403923475	24.17665104	N	47.07299446
SWSAP1	SWSAP1	SWSAP1	SWSAP1	SWSAP1	-0.068201255	44.52161834	N	36.93688268
EPOR	EPOR	EPOR	EPOR	EPOR	-0.031491274	47.21884586	N	78.75210793
ZNF653	ZNF653	ZNF653	ZNF653	ZNF653	-0.365299028	26.12143312	N	34.07010359
ECSIT	ECSIT	ECSIT	ECSIT	ECSIT	0.114892509	58.36661457	N	42.89327873
CNN1	CNN1	CNN1	CNN1	CNN1	0.146667159	60.78022805	N	22.1452662
ELOF1	ELOF1	ELOF1	ELOF1	ELOF1	-0.119918286	40.73045089	Y	4.095398699
ACP5	ACP5	ACP5	ACP5	ACP5	0.390591665	75.41239799	N	44.96506866
ZNF441	ZNF441	ZNF441	ZNF441	ZNF441	-0.24620731	32.6792846	N	27.99325464
ZNF491	ZNF491	ZNF491	ZNF491	ZNF491	1.402916795	96.39983793	N	97.10310768
ZNF439	ZNF439	ZNF439	ZNF439	ZNF439	0.161823975	61.9204723	N	77.99927728
ZNF625	ZNF625	ZNF625	ZNF625	ZNF625	-0.355230595	26.57290039	Y	19.92291014
ZNF563	ZNF563	ZNF563	ZNF563	ZNF563	0.094297141	56.72281067	N	75.04818116
ZNF442	ZNF442	ZNF442	ZNF442	ZNF442	1.426537863	96.52138681	N	85.73837629
ZNF490	ZNF490	ZNF490	ZNF490	ZNF490	-0.120570168	40.6899346	N	37.88846061
ZNF791	ZNF791	ZNF791	ZNF791	ZNF791	-0.697503755	14.01863749	N	15.67694531
WDR83OS	WDR83OS	WDR83OS	WDR83OS	WDR83OS	0.14651721	60.7454998	Y	44.68802698
WDR83	WDR83	WDR83	WDR83	WDR83	-0.047454069	46.03229727	N	98.53047458
DHPS	DHPS	DHPS	DHPS	DHPS	-0.718099444	13.46298547	N	36.78029391
FBXW9	FBXW9	FBXW9	FBXW9	FBXW9	0.099886544	57.20321815	N	65.6347868
PRDX2	PRDX2	PRDX2	PRDX2	PRDX2	0.066853307	54.65069167	Y	84.73259456
RNASEH2A	RNASEH2A	RNASEH2A	RNASEH2A	RNASEH2A	0.26862913	68.62881287	N	35.16622501
RTBDN	RTBDN	RTBDN	RTBDN	RTBDN	0.380219143	74.93777855	N	30.98048663
DNASE2	DNASE2	DNASE2	DNASE2	DNASE2	0.171089591	62.59767321	N	43.77860756
KLF1	KLF1	KLF1	KLF1	KLF1	0.596856816	84.01342826	Unassessed	Unassessed
GCDH	GCDH	GCDH	GCDH	GCDH	-0.285636061	30.30618742	N	21.38039027
FARSA	FARSA	FARSA	FARSA	FARSA	-0.33815726	27.34270996	N	61.41291255
CALR	CALR	CALR	CALR	CALR	-0.167501818	37.55860392	N	25.65044568
RAD23A	RAD23A	RAD23A	RAD23A	RAD23A	-0.047454069	46.03229727	N	11.37677668
GADD45GIP1	GADD45GIP1	GADD45GIP1	GADD45GIP1	GADD45GIP1	0.93083486	91.73467616	N	99.48205252
DAND5	DAND5	DAND5	DAND5	DAND5	0.053760719	53.61463217	Y	95.72392195
TRMT1	TRMT1	TRMT1	TRMT1	TRMT1	-0.571560634	17.60722348	N	40.58058299
NACC1	NACC1	NACC1	NACC1	NACC1	-0.709793585	13.64241477	N	1.144302578
IER2	IER2	IER2	IER2	IER2	-0.033556726	47.03941657	Unassessed	Unassessed
CCDC130	CCDC130	CCDC130	CCDC130	CCDC130	0.290331873	69.95427447	N	35.03372681
MRI1	MRI1	MRI1	MRI1	MRI1	0.906555705	91.21375239	N	80.26379186
C19orf53	C19orf53	C19orf53	C19orf53	C19orf53	0.740377707	87.845112	Y	19.62177788
C19orf57	C19orf57	C19orf57	C19orf57	C19orf57	0.982851246	92.56236615	N	62.08142616
RFX1	RFX1	RFX1	RFX1	RFX1	-0.233770467	33.44909417	N	24.28932787
RLN3	RLN3	RLN3	RLN3	RLN3	0.42987242	77.39769636	N	21.85015659
IL27RA	IL27RA	IL27RA	IL27RA	IL27RA	-0.333373338	27.57423164	N	85.47337991
PRKACA	PRKACA	PRKACA	PRKACA	PRKACA	-0.64322184	15.58140881	Y	8.443748494
ASF1B	ASF1B	ASF1B	ASF1B	ASF1B	-0.250187888	32.45355096	Y	8.817152493
LPHN1	LPHN1	LPHN1	LPHN1	LPHN1	-2.261933509	1.209700758	N	7.889665141
DDX39A	DDX39A	DDX39A	DDX39A	DDX39A	-0.389874437	24.9580367	N	15.24933751
GIPC1	GIPC1	GIPC1	GIPC1	GIPC1	-0.730388607	13.14464317	N	47.01879065
DNAJB1	DNAJB1	DNAJB1	DNAJB1	DNAJB1	-1.179644424	5.816982115	N	22.03083594
TECR	TECR	TECR	TECR	TECR	-0.074747377	44.06436303	Y	1.053962901
NDUFB7	NDUFB7	NDUFB7	NDUFB7	NDUFB7	0.669023361	86.17815593	Y	43.39918092
EMR3	EMR3	EMR3	EMR3	EMR3	0.941503734	91.87358916	N	86.46109371
ZNF333	ZNF333	ZNF333	ZNF333	ZNF333	1.678016915	97.82948429	N	84.65430017
OR7C1	OR7C1	OR7C1	OR7C1	OR7C1	0.730150671	87.57886207	N	98.44013491
OR7A5	OR7A5	OR7A5	OR7A5	OR7A5	0.859622035	90.36291023	N	75.373404
OR7A17	OR7A17	OR7A17	OR7A17	OR7A17	0.421560678	76.91728888	N	85.33485907
OR7C2	OR7C2	OR7C2	OR7C2	OR7C2	0.322107219	71.89326851	N	53.61960973
SLC1A6	SLC1A6	SLC1A6	SLC1A6	SLC1A6	-0.104607368	41.83596689	N	8.744880752
CCDC105	CCDC105	CCDC105	CCDC105	CCDC105	0.809009944	89.29791052	N	71.49482053
CASP14	CASP14	CASP14	CASP14	CASP14	0.746113675	88.00138913	N	65.59865093
ILVBL	ILVBL	ILVBL	ILVBL	ILVBL	0.116957788	58.52289171	N	49.26523729
NOTCH3	NOTCH3	NOTCH3	NOTCH3	NOTCH3	0.111180846	58.08878856	N	48.03059504
EPHX3	EPHX3	EPHX3	EPHX3	EPHX3	0.482542375	79.82867396	N	94.98313659
BRD4	BRD4	BRD4	BRD4	BRD4	-1.83977791	2.083695086	N	7.901710431
AKAP8	AKAP8	AKAP8	AKAP8	AKAP8	0.307557959	70.8977253	N	78.82437967
PGLYRP2	PGLYRP2	PGLYRP2	PGLYRP2	PGLYRP2	0.413251052	76.53527812	N	82.64875934
CYP4F22	CYP4F22	CYP4F22	CYP4F22	CYP4F22	0.347637183	73.26503444	N	66.62852325
CYP4F3	CYP4F3	CYP4F3	CYP4F3	CYP4F3	0.735238353	87.74671529	N	59.78679836
OR10H2	OR10H2	OR10H2	OR10H2	OR10H2	0.098929771	57.09324536	N	70.54324259
OR10H3	OR10H3	OR10H3	OR10H3	OR10H3	0.839023849	89.99247555	N	58.0040954
OR10H1	OR10H1	OR10H1	OR10H1	OR10H1	0.780909061	88.81750304	N	75.76487593
CYP4F2	CYP4F2	CYP4F2	CYP4F2	CYP4F2	1.400352262	96.38247381	N	42.13442544
CYP4F11	CYP4F11	CYP4F11	CYP4F11	CYP4F11	0.809314096	89.3094866	N	72.65719104
TPM4	TPM4	TPM4	TPM4	TPM4	-0.122636306	40.5799618	Y	8.774993977
RAB8A	RAB8A	RAB8A	RAB8A	RAB8A	-0.155519548	38.35156567	Y	2.04769935
CIB3	CIB3	CIB3	CIB3	CIB3	-0.008177066	48.7989813	Y	55.8961696
AP1M1	AP1M1	AP1M1	AP1M1	AP1M1	-0.566274989	17.74613648	N	4.227896892
CALR3	CALR3	CALR3	CALR3	CALR3	-0.13094377	40.00115761	N	50.43363045
C19orf44	C19orf44	C19orf44	C19orf44	C19orf44	-0.313584016	28.64501939	N	24.00024091
SLC35E1	SLC35E1	SLC35E1	SLC35E1	SLC35E1	-0.392745948	24.81333565	N	57.42592146
MED26	MED26	MED26	MED26	MED26	-0.904579196	9.492388725	N	35.41315346
C19orf42	SMIM7	SMIM7	SMIM7	SMIM7	0.077075925	55.43207733	Y	Unassessed
TMEM38A	TMEM38A	TMEM38A	TMEM38A	TMEM38A	-0.147863581	38.90142965	N	22.38617201
F2RL3	F2RL3	F2RL3	F2RL3	F2RL3	1.067001612	93.59842565	Unassessed	Unassessed
OCEL1	OCEL1	OCEL1	OCEL1	OCEL1	1.049125804	93.34953985	N	68.59190556
USHBP1	USHBP1	USHBP1	USHBP1	USHBP1	0.766209253	88.47022052	N	52.34883161
ABHD8	ABHD8	ABHD8	ABHD8	ABHD8	-0.568991981	17.68825606	N	36.6056372
MRPL34	MRPL34	MRPL34	MRPL34	MRPL34	0.274070774	68.90085084	Unassessed	Unassessed
DDA1	DDA1	DDA1	DDA1	DDA1	0.015137522	50.6627308	Y	9.648277523
BST2	BST2	BST2	BST2	BST2	0.087449076	56.25976732	Y	40.49626596
FAM125A	MVB12A	MVB12A	MVB12A	MVB12A	0.358666204	73.88435492	N	Unassessed
NXNL1	NXNL1	NXNL1	NXNL1	NXNL1	0.604360167	84.27967818	Unassessed	Unassessed
PGLS	PGLS	PGLS	PGLS	PGLS	0.346381025	73.21294206	Unassessed	Unassessed
FAM129C	FAM129C	FAM129C	FAM129C	FAM129C	1.382470236	96.30144122	N	88.41845338
GLT25D1	GLT25D1	COLGALT1	COLGALT1	COLGALT1	-0.205821909	35.15077849	N	35.43724404
B3GNT3	B3GNT3	B3GNT3	B3GNT3	B3GNT3	0.0200728	51.09683394	N	52.27655987
JAK3	JAK3	JAK3	JAK3	JAK3	-0.29011822	30.06308966	N	57.76318959
RPL18A	RPL18A	RPL18A	RPL18A	RPL18A	-0.108587205	41.55814088	Y	6.17923392
SLC5A5	SLC5A5	SLC5A5	SLC5A5	SLC5A5	-0.88780693	9.845459281	N	50.4396531
CCDC124	CCDC124	CCDC124	CCDC124	CCDC124	0.276939876	69.10922035	N	41.21898338
ARRDC2	ARRDC2	ARRDC2	ARRDC2	ARRDC2	0.072745024	55.10794698	N	25.56612864
PIK3R2	PIK3R2	PIK3R2	PIK3R2	PIK3R2	-0.98454781	8.132198877	N	34.81691159
RAB3A	RAB3A	RAB3A	RAB3A	RAB3A	-0.411581382	23.84673265	Y	14.13514816
PDE4C	PDE4C	PDE4C	PDE4C	PDE4C	-0.01250659	48.50379117	N	73.55456517
LSM4	LSM4	LSM4	LSM4	LSM4	-0.202452202	35.31863171	Y	9.642254878
PGPEP1	PGPEP1	PGPEP1	PGPEP1	PGPEP1	-0.272697012	31.12808937	Y	70.27222356
GDF15	GDF15	GDF15	GDF15	GDF15	-0.298880801	29.53637784	N	60.45531197
LRRC25	LRRC25	LRRC25	LRRC25	LRRC25	0.7751713	88.66701395	N	69.74825343
SSBP4	SSBP4	SSBP4	SSBP4	SSBP4	-0.127268446	40.25583145	N	33.70874488
ISYNA1	ISYNA1	ISYNA1	ISYNA1	ISYNA1	-0.73214908	13.11570296	N	21.00096362
ELL	ELL	ELL	ELL	ELL	-0.316453863	28.4945303	N	16.00216815
KXD1	KXD1	KXD1	KXD1	KXD1	0.33887786	72.80777913	N	41.11057576
UBA52	UBA52	UBA52	UBA52	UBA52	-0.037384251	46.76159055	Y	3.896651409
TMEM59L	TMEM59L	TMEM59L	TMEM59L	TMEM59L	0.267672556	68.5362042	N	5.095157793
KLHL26	KLHL26	KLHL26	KLHL26	KLHL26	-1.70017013	2.448341726	N	29.45675741
COMP	COMP	COMP	COMP	COMP	-0.675798769	14.60322973	N	83.70272224
UPF1	UPF1	UPF1	UPF1	UPF1	-2.281935617	1.157608381	N	2.119971091
COPE	COPE	COPE	COPE	COPE	0.071637002	55.02112635	N	56.0166225
DDX49	DDX49	DDX49	DDX49	DDX49	0.099886544	57.20321815	N	33.2450012
HOMER3	HOMER3	HOMER3	HOMER3	HOMER3	0.023748636	51.34571974	N	16.47795712
SUGP2	SUGP2	SUGP2	SUGP2	SUGP2	-0.306741671	29.03860624	N	53.14984341
TMEM161A	TMEM161A	TMEM161A	TMEM161A	TMEM161A	-0.183464709	36.53990855	N	47.55480607
